country,date,cumulative_cases,daily_cases_raw_clipped,daily_cases_7d,negative_correction_removed,population,daily_cases_7d_per_million
United States,2020-01-22,1.0,1.0,0.5,-0.0,341534041.0,0.0014639829123211762
United States,2020-01-23,1.0,0.0,1.0,-0.0,341534041.0,0.0029279658246423525
United States,2020-01-24,2.0,1.0,0.8333333333333334,-0.0,341534041.0,0.0024399715205352937
United States,2020-01-25,2.0,0.0,0.7142857142857143,-0.0,341534041.0,0.0020914041604588236
United States,2020-01-26,5.0,3.0,0.7142857142857143,-0.0,341534041.0,0.0020914041604588236
United States,2020-01-27,5.0,0.0,0.7142857142857143,-0.0,341534041.0,0.0020914041604588236
United States,2020-01-28,5.0,0.0,0.8571428571428571,-0.0,341534041.0,0.0025096849925505876
United States,2020-01-29,6.0,1.0,0.8571428571428571,-0.0,341534041.0,0.0025096849925505876
United States,2020-01-30,6.0,0.0,0.42857142857142855,-0.0,341534041.0,0.0012548424962752938
United States,2020-01-31,8.0,2.0,0.8571428571428571,-0.0,341534041.0,0.0025096849925505876
United States,2020-02-01,8.0,0.0,0.8571428571428571,-0.0,341534041.0,0.0025096849925505876
United States,2020-02-02,8.0,0.0,0.7142857142857143,-0.0,341534041.0,0.0020914041604588236
United States,2020-02-03,11.0,3.0,0.8571428571428571,-0.0,341534041.0,0.0025096849925505876
United States,2020-02-04,11.0,0.0,0.5714285714285714,-0.0,341534041.0,0.0016731233283670585
United States,2020-02-05,11.0,0.0,0.5714285714285714,-0.0,341534041.0,0.0016731233283670585
United States,2020-02-06,12.0,1.0,0.5714285714285714,-0.0,341534041.0,0.0016731233283670585
United States,2020-02-07,12.0,0.0,0.14285714285714285,-0.0,341534041.0,0.0004182808320917646
United States,2020-02-08,12.0,0.0,0.2857142857142857,-0.0,341534041.0,0.0008365616641835292
United States,2020-02-09,12.0,0.0,0.2857142857142857,-0.0,341534041.0,0.0008365616641835292
United States,2020-02-10,12.0,0.0,0.2857142857142857,-0.0,341534041.0,0.0008365616641835292
United States,2020-02-11,13.0,1.0,0.2857142857142857,-0.0,341534041.0,0.0008365616641835292
United States,2020-02-12,13.0,0.0,0.2857142857142857,-0.0,341534041.0,0.0008365616641835292
United States,2020-02-13,14.0,1.0,0.2857142857142857,-0.0,341534041.0,0.0008365616641835292
United States,2020-02-14,14.0,0.0,0.2857142857142857,-0.0,341534041.0,0.0008365616641835292
United States,2020-02-15,14.0,0.0,0.14285714285714285,-0.0,341534041.0,0.0004182808320917646
United States,2020-02-16,14.0,0.0,0.14285714285714285,-0.0,341534041.0,0.0004182808320917646
United States,2020-02-17,14.0,0.0,0.0,-0.0,341534041.0,0.0
United States,2020-02-18,14.0,0.0,0.2857142857142857,-0.0,341534041.0,0.0008365616641835292
United States,2020-02-19,14.0,0.0,0.2857142857142857,-0.0,341534041.0,0.0008365616641835292
United States,2020-02-20,14.0,0.0,0.2857142857142857,-0.0,341534041.0,0.0008365616641835292
United States,2020-02-21,16.0,2.0,0.2857142857142857,-0.0,341534041.0,0.0008365616641835292
United States,2020-02-22,16.0,0.0,0.2857142857142857,-0.0,341534041.0,0.0008365616641835292
United States,2020-02-23,16.0,0.0,0.2857142857142857,-0.0,341534041.0,0.0008365616641835292
United States,2020-02-24,16.0,0.0,0.42857142857142855,-0.0,341534041.0,0.0012548424962752938
United States,2020-02-25,16.0,0.0,0.14285714285714285,-0.0,341534041.0,0.0004182808320917646
United States,2020-02-26,16.0,0.0,1.2857142857142858,-0.0,341534041.0,0.003764527488825882
United States,2020-02-27,17.0,1.0,2.2857142857142856,-0.0,341534041.0,0.006692493313468234
United States,2020-02-28,17.0,0.0,5.571428571428571,-0.0,341534041.0,0.01631295245157882
United States,2020-02-29,25.0,8.0,8.285714285714286,-0.0,341534041.0,0.02426028826132235
United States,2020-03-01,32.0,7.0,13.0,-0.0,341534041.0,0.038063555720350584
United States,2020-03-02,55.0,23.0,23.857142857142858,-0.0,341534041.0,0.0698528989593247
United States,2020-03-03,74.0,19.0,31.428571428571427,-0.0,341534041.0,0.09202178306018821
United States,2020-03-04,107.0,33.0,54.0,-0.0,341534041.0,0.15811015453068702
United States,2020-03-05,184.0,77.0,69.57142857142857,-0.0,341534041.0,0.20370276522868938
United States,2020-03-06,237.0,53.0,77.0,-0.0,341534041.0,0.22545336849746114
United States,2020-03-07,403.0,166.0,101.14285714285714,-0.0,341534041.0,0.29614282912096934
United States,2020-03-08,519.0,116.0,148.57142857142858,-0.0,341534041.0,0.43501206537543524
United States,2020-03-09,594.0,75.0,200.28571428571428,-0.0,341534041.0,0.586429726592654
United States,2020-03-10,782.0,188.0,283.14285714285717,-0.0,341534041.0,0.8290326092058775
United States,2020-03-11,1147.0,365.0,367.85714285714283,-0.0,341534041.0,1.0770731426362938
United States,2020-03-12,1586.0,439.0,384.7142857142857,-0.0,341534041.0,1.1264302808231221
United States,2020-03-13,2219.0,633.0,583.5714285714286,-0.0,341534041.0,1.7086771990948584
United States,2020-03-14,2978.0,759.0,818.5714285714286,-0.0,341534041.0,2.3967491678858113
United States,2020-03-15,3212.0,234.0,1146.0,-0.0,341534041.0,3.3554488350401357
United States,2020-03-16,4679.0,1467.0,1725.2857142857142,-0.0,341534041.0,5.0515776091722415
United States,2020-03-17,6512.0,1833.0,2544.4285714285716,-0.0,341534041.0,7.449999900386421
United States,2020-03-18,9169.0,2657.0,3292.4285714285716,-0.0,341534041.0,9.640118337218901
United States,2020-03-19,13663.0,4494.0,4533.142857142857,-0.0,341534041.0,13.272887363935876
United States,2020-03-20,20030.0,6367.0,5916.714285714285,-0.0,341534041.0,17.323937222744615
United States,2020-03-21,26025.0,5995.0,7171.714285714285,-0.0,341534041.0,20.998534332670765
United States,2020-03-22,34944.0,8919.0,8524.57142857143,-0.0,341534041.0,24.959653812579784
United States,2020-03-23,46096.0,11152.0,10428.42857142857,-0.0,341534041.0,30.534082461866724
United States,2020-03-24,56714.0,10618.0,12174.714285714286,-0.0,341534041.0,35.64714735335646
United States,2020-03-25,68841.0,12127.0,14484.57142857143,-0.0,341534041.0,42.4103301274482
United States,2020-03-26,86662.0,17821.0,15514.285714285714,-0.0,341534041.0,45.42529836516564
United States,2020-03-27,105253.0,18591.0,17086.0,-0.0,341534041.0,50.02722407983923
United States,2020-03-28,127417.0,22164.0,19337.85714285714,-0.0,341534041.0,56.62058483610172
United States,2020-03-29,143544.0,16127.0,22723.14285714286,-0.0,341534041.0,66.53258571418027
United States,2020-03-30,165698.0,22154.0,24788.714285714286,-0.0,341534041.0,72.5805082653951
United States,2020-03-31,192079.0,26381.0,26768.14285714286,-0.0,341534041.0,78.37620747485859
United States,2020-04-01,227903.0,35824.0,28131.85714285714,-0.0,341534041.0,82.36911629800657
United States,2020-04-02,260183.0,32280.0,29939.0,-0.0,341534041.0,87.66036882396739
United States,2020-04-03,292630.0,32447.0,31344.571428571428,-0.0,341534041.0,91.77583393091825
United States,2020-04-04,324340.0,31710.0,31882.428571428572,-0.0,341534041.0,93.35066126374376
United States,2020-04-05,353117.0,28777.0,31228.14285714286,-0.0,341534041.0,91.43493505276348
United States,2020-04-06,385110.0,31993.0,31763.285714285714,-0.0,341534041.0,93.00181504977922
United States,2020-04-07,415256.0,30146.0,32011.0,-0.0,341534041.0,93.72711401262634
United States,2020-04-08,446500.0,31244.0,31621.85714285714,-0.0,341534041.0,92.58771702600838
United States,2020-04-09,482526.0,36026.0,31204.85714285714,-0.0,341534041.0,91.36675527713251
United States,2020-04-10,516707.0,34181.0,30526.285714285714,-0.0,341534041.0,89.37992132469662
United States,2020-04-11,545693.0,28986.0,30292.85714285714,-0.0,341534041.0,88.69645044505869
United States,2020-04-12,571551.0,25858.0,29595.571428571428,-0.0,341534041.0,86.6548217036188
United States,2020-04-13,598794.0,27243.0,28689.285714285714,-0.0,341534041.0,84.00124810482863
United States,2020-04-14,627306.0,28512.0,28543.0,-0.0,341534041.0,83.57292853276665
United States,2020-04-15,653669.0,26363.0,28309.14285714286,-0.0,341534041.0,82.88820281063245
United States,2020-04-16,683351.0,29682.0,28191.0,-0.0,341534041.0,82.54228456249255
United States,2020-04-17,716508.0,33157.0,28676.714285714286,-0.0,341534041.0,83.96443939160456
United States,2020-04-18,743857.0,27349.0,28310.285714285714,-0.0,341534041.0,82.89154905728918
United States,2020-04-19,768888.0,25031.0,28825.14285714286,-0.0,341534041.0,84.39903317614791
United States,2020-04-20,799531.0,30643.0,29167.428571428572,-0.0,341534041.0,85.40123404983977
United States,2020-04-21,825478.0,25947.0,28929.428571428572,-0.0,341534041.0,84.70437818357489
United States,2020-04-22,855445.0,29967.0,29397.571428571428,-0.0,341534041.0,86.07508447033959
United States,2020-04-23,887523.0,32078.0,29521.285714285714,-0.0,341534041.0,86.43731567093107
United States,2020-04-24,919014.0,31491.0,28671.285714285714,-0.0,341534041.0,83.94854471998507
United States,2020-04-25,949640.0,30626.0,28479.428571428572,-0.0,341534041.0,83.38679356248583
United States,2020-04-26,975537.0,25897.0,28028.285714285714,-0.0,341534041.0,82.06586269474003
United States,2020-04-27,1000230.0,24693.0,27661.0,-0.0,341534041.0,80.99046267543211
United States,2020-04-28,1024834.0,24604.0,28136.85714285714,-0.0,341534041.0,82.38375612712977
United States,2020-04-29,1051643.0,26809.0,27568.428571428572,-0.0,341534041.0,80.71941669623665
United States,2020-04-30,1081150.0,29507.0,27236.0,-0.0,341534041.0,79.7460771999591
United States,2020-05-01,1115972.0,34822.0,27144.285714285714,-0.0,341534041.0,79.47754090575619
United States,2020-05-02,1142619.0,26647.0,27069.571428571428,-0.0,341534041.0,79.2587800305722
United States,2020-05-03,1166189.0,23570.0,26721.571428571428,-0.0,341534041.0,78.23984792359666
United States,2020-05-04,1190240.0,24051.0,26536.285714285714,-0.0,341534041.0,77.69733768437364
United States,2020-05-05,1214321.0,24081.0,25448.428571428572,-0.0,341534041.0,74.51212914799487
United States,2020-05-06,1238694.0,24373.0,25105.571428571428,-0.0,341534041.0,73.50825515097462
United States,2020-05-07,1266904.0,28210.0,24410.285714285714,-0.0,341534041.0,71.472482341184
United States,2020-05-08,1294111.0,27207.0,23720.428571428572,-0.0,341534041.0,69.45260420301288
United States,2020-05-09,1318358.0,24247.0,23620.0,-0.0,341534041.0,69.15855277805237
United States,2020-05-10,1337061.0,18703.0,22995.428571428572,-0.0,341534041.0,67.32982898014717
United States,2020-05-11,1356283.0,19222.0,22662.14285714286,-0.0,341534041.0,66.35397979887709
United States,2020-05-12,1379661.0,23378.0,22261.0,-0.0,341534041.0,65.17944722236341
United States,2020-05-13,1399662.0,20001.0,22206.85714285714,-0.0,341534041.0,65.02091878700062
United States,2020-05-14,1425539.0,25877.0,22198.285714285714,-0.0,341534041.0,64.99582193707512
United States,2020-05-15,1449938.0,24399.0,22650.0,-0.0,341534041.0,66.31842592814928
United States,2020-05-16,1473806.0,23868.0,22275.714285714286,-0.0,341534041.0,65.22253014806886
United States,2020-05-17,1492449.0,18643.0,22681.14285714286,-0.0,341534041.0,66.40961114954528
United States,2020-05-18,1514833.0,22384.0,22571.85714285714,-0.0,341534041.0,66.0896263129951
United States,2020-05-19,1535591.0,20758.0,22503.714285714286,-0.0,341534041.0,65.89010635608732
United States,2020-05-20,1558430.0,22839.0,21940.85714285714,-0.0,341534041.0,64.24207987764575
United States,2020-05-21,1583542.0,25112.0,22152.0,-0.0,341534041.0,64.86029894747739
United States,2020-05-22,1607464.0,23922.0,21695.14285714286,-0.0,341534041.0,63.52263684644794
United States,2020-05-23,1627392.0,19928.0,21400.571428571428,-0.0,341534041.0,62.660141770674706
United States,2020-05-24,1647513.0,20121.0,20824.285714285714,-0.0,341534041.0,60.972796894016525
United States,2020-05-25,1666699.0,19186.0,20255.285714285714,-0.0,341534041.0,59.30678433979503
United States,2020-05-26,1685395.0,18696.0,20371.714285714286,-0.0,341534041.0,59.64768321794982
United States,2020-05-27,1704200.0,18805.0,20770.14285714286,-0.0,341534041.0,60.81426845865376
United States,2020-05-28,1725329.0,21129.0,20576.285714285714,-0.0,341534041.0,60.246661369505226
United States,2020-05-29,1750066.0,24737.0,20383.571428571428,-0.0,341534041.0,59.682400527013435
United States,2020-05-30,1772783.0,22717.0,20563.571428571428,-0.0,341534041.0,60.20943437544906
United States,2020-05-31,1791547.0,18764.0,20598.285714285714,-0.0,341534041.0,60.31107661764736
United States,2020-06-01,1809384.0,17837.0,21538.571428571428,-0.0,341534041.0,63.06420105447535
United States,2020-06-02,1829340.0,19956.0,21744.85714285714,-0.0,341534041.0,63.66819857601586
United States,2020-06-03,1848388.0,19048.0,21378.571428571428,-0.0,341534041.0,62.59572652253257
United States,2020-06-04,1876099.0,27711.0,21242.14285714286,-0.0,341534041.0,62.19626832788495
United States,2020-06-05,1902280.0,26181.0,21110.0,-0.0,341534041.0,61.80935855820006
United States,2020-06-06,1922433.0,20153.0,21162.571428571428,-0.0,341534041.0,61.96328590440982
United States,2020-06-07,1940242.0,17809.0,21548.0,-0.0,341534041.0,63.09180758939341
United States,2020-06-08,1957154.0,16912.0,20775.428571428572,-0.0,341534041.0,60.82974484944115
United States,2020-06-09,1977478.0,20324.0,20686.0,-0.0,341534041.0,60.567901048551704
United States,2020-06-10,1999224.0,21746.0,21255.0,-0.0,341534041.0,62.2339136027732
United States,2020-06-11,2021527.0,22303.0,21418.428571428572,-0.0,341534041.0,62.71242687468619
United States,2020-06-12,2047082.0,25555.0,22016.0,-0.0,341534041.0,64.46209559532603
United States,2020-06-13,2071218.0,24136.0,22630.85714285714,-0.0,341534041.0,66.26237629664898
United States,2020-06-14,2090171.0,18953.0,23392.714285714286,-0.0,341534041.0,68.49306797419437
United States,2020-06-15,2111266.0,21095.0,24240.571428571428,-0.0,341534041.0,70.975564712659
United States,2020-06-16,2135894.0,24628.0,25017.85714285714,-0.0,341534041.0,73.25143072007027
United States,2020-06-17,2162973.0,27079.0,26122.14285714286,-0.0,341534041.0,76.48474155213962
United States,2020-06-18,2191211.0,28238.0,27108.714285714286,-0.0,341534041.0,79.37338897856536
United States,2020-06-19,2222207.0,30996.0,28379.285714285714,-0.0,341534041.0,83.09357869918951
United States,2020-06-20,2254073.0,31866.0,30408.0,-0.0,341534041.0,89.03358479572465
United States,2020-06-21,2279932.0,25859.0,31722.285714285714,-0.0,341534041.0,92.88176845096888
United States,2020-06-22,2309921.0,29989.0,33310.71428571428,-0.0,341534041.0,97.5326330229972
United States,2020-06-23,2348750.0,38829.0,35895.0,-0.0,341534041.0,105.09933327553725
United States,2020-06-24,2385029.0,36279.0,37176.0,-0.0,341534041.0,108.85005749690409
United States,2020-06-25,2424386.0,39357.0,39613.0,-0.0,341534041.0,115.9855102115575
United States,2020-06-26,2473472.0,49086.0,41260.0,-0.0,341534041.0,120.80786992474346
United States,2020-06-27,2514305.0,40833.0,42863.857142857145,-0.0,341534041.0,125.50390882663771
United States,2020-06-28,2557223.0,42918.0,44728.28571428572,-0.0,341534041.0,130.96289196626734
United States,2020-06-29,2598741.0,41518.0,46975.0,-0.0,341534041.0,137.54119461257451
United States,2020-06-30,2648797.0,50056.0,47342.42857142857,-0.0,341534041.0,138.61701291271453
United States,2020-07-01,2698127.0,49330.0,48084.0,-0.0,341534041.0,140.78830871210286
United States,2020-07-02,2753211.0,55084.0,49660.0,-0.0,341534041.0,145.40278285173923
United States,2020-07-03,2804869.0,51658.0,49962.0,-0.0,341534041.0,146.2870285307812
United States,2020-07-04,2850893.0,46024.0,51013.0,-0.0,341534041.0,149.36432061248033
United States,2020-07-05,2904843.0,53950.0,52609.28571428572,-0.0,341534041.0,154.03819063027373
United States,2020-07-06,2948475.0,43632.0,53287.57142857143,-0.0,341534041.0,156.0241880210454
United States,2020-07-07,3005888.0,57413.0,55696.71428571428,-0.0,341534041.0,163.07807597344092
United States,2020-07-08,3066392.0,60504.0,57756.28571428572,-0.0,341534041.0,169.1084307297079
United States,2020-07-09,3126224.0,59832.0,58652.0,-0.0,341534041.0,171.73105154692325
United States,2020-07-10,3194746.0,68522.0,60936.71428571428,-0.0,341534041.0,178.42061689456682
United States,2020-07-11,3255187.0,60441.0,62128.71428571428,-0.0,341534041.0,181.91075215754051
United States,2020-07-12,3315407.0,60220.0,62956.57142857143,-0.0,341534041.0,184.33468957951231
United States,2020-07-13,3375032.0,59625.0,64519.71428571428,-0.0,341534041.0,188.9115184442604
United States,2020-07-14,3440789.0,65757.0,64219.71428571428,-0.0,341534041.0,188.0331286968677
United States,2020-07-15,3507088.0,66299.0,64774.57142857143,-0.0,341534041.0,189.6577314487121
United States,2020-07-16,3577862.0,70774.0,64599.28571428572,-0.0,341534041.0,189.14450086773553
United States,2020-07-17,3644284.0,66422.0,64775.142857142855,-0.0,341534041.0,189.65940457204044
United States,2020-07-18,3708609.0,64325.0,65137.71428571428,-0.0,341534041.0,190.72100132388937
United States,2020-07-19,3767602.0,58993.0,65302.142857142855,-0.0,341534041.0,191.20244256162698
United States,2020-07-20,3828458.0,60856.0,64872.57142857143,-0.0,341534041.0,189.94467209952705
United States,2020-07-21,3896753.0,68295.0,66090.71428571429,-0.0,341534041.0,193.51135275477355
United States,2020-07-22,3964203.0,67450.0,66009.28571428571,-0.0,341534041.0,193.2729326804812
United States,2020-07-23,4031970.0,67767.0,65529.0,-0.0,341534041.0,191.86667252298872
United States,2020-07-24,4106919.0,74949.0,65406.28571428572,-0.0,341534041.0,191.5073692882219
United States,2020-07-25,4170674.0,63755.0,64873.28571428572,-0.0,341534041.0,189.94676350368752
United States,2020-07-26,4226305.0,55631.0,64387.857142857145,-0.0,341534041.0,188.5254452362397
United States,2020-07-27,4286302.0,59997.0,64593.142857142855,-0.0,341534041.0,189.12651479195554
United States,2020-07-28,4350866.0,64564.0,63082.57142857143,-0.0,341534041.0,184.70361327341726
United States,2020-07-29,4414918.0,64052.0,62178.142857142855,-0.0,341534041.0,182.0554773254443
United States,2020-07-30,4484122.0,69204.0,60929.28571428572,-0.0,341534041.0,178.39886629129808
United States,2020-07-31,4548497.0,64375.0,58343.42857142857,-0.0,341534041.0,170.82756494960506
United States,2020-08-01,4605921.0,57424.0,57923.0,-0.0,341534041.0,169.59656446075897
United States,2020-08-02,4652810.0,46889.0,56506.57142857143,-0.0,341534041.0,165.44931001056912
United States,2020-08-03,4694706.0,41896.0,55196.857142857145,-0.0,341534041.0,161.61451134195184
United States,2020-08-04,4756327.0,61621.0,54634.857142857145,-0.0,341534041.0,159.96899454850285
United States,2020-08-05,4810464.0,54137.0,55541.0,-0.0,341534041.0,162.6221498664609
United States,2020-08-06,4870500.0,60036.0,56580.142857142855,-0.0,341534041.0,165.6647246390964
United States,2020-08-07,4930941.0,60441.0,57971.71428571428,-0.0,341534041.0,169.73919822450227
United States,2020-08-08,4994708.0,63767.0,57293.857142857145,-0.0,341534041.0,167.75445567622685
United States,2020-08-09,5048871.0,54163.0,57448.857142857145,-0.0,341534041.0,168.20829037904642
United States,2020-08-10,5100508.0,51637.0,56221.71428571428,-0.0,341534041.0,164.61525803137815
United States,2020-08-11,5157384.0,56876.0,57597.57142857143,-0.0,341534041.0,168.64372072525393
United States,2020-08-12,5212606.0,55222.0,55963.0,-0.0,341534041.0,163.85775144445995
United States,2020-08-13,5264052.0,51446.0,53165.0,-0.0,341534041.0,155.66530306711067
United States,2020-08-14,5334124.0,70072.0,51216.42857142857,-0.0,341534041.0,149.959952517379
United States,2020-08-15,5386449.0,52325.0,49516.28571428572,-0.0,341534041.0,144.9819923346549
United States,2020-08-16,5421026.0,34577.0,48186.71428571428,-0.0,341534041.0,141.08905263037684
United States,2020-08-17,5459023.0,37997.0,47285.142857142855,-0.0,341534041.0,138.44928229904573
United States,2020-08-18,5503998.0,44975.0,44117.71428571428,-0.0,341534041.0,129.1751596899071
United States,2020-08-19,5549913.0,45915.0,43110.0,-0.0,341534041.0,126.22460670033182
United States,2020-08-20,5595048.0,45135.0,42728.0,-0.0,341534041.0,125.10612375531844
United States,2020-08-21,5642948.0,47900.0,42170.0,-0.0,341534041.0,123.47231882516799
United States,2020-08-22,5688219.0,45271.0,41825.28571428572,-0.0,341534041.0,122.46300717733057
United States,2020-08-23,5720122.0,31903.0,41293.42857142857,-0.0,341534041.0,120.90574763945293
United States,2020-08-24,5754213.0,34091.0,42050.857142857145,-0.0,341534041.0,123.12347261120348
United States,2020-08-25,5796775.0,42562.0,41825.142857142855,-0.0,341534041.0,122.46258889649849
United States,2020-08-26,5838967.0,42192.0,41510.857142857145,-0.0,341534041.0,121.5423710658966
United States,2020-08-27,5889404.0,50437.0,41834.42857142857,-0.0,341534041.0,122.48977715058446
United States,2020-08-28,5935724.0,46320.0,41753.71428571428,-0.0,341534041.0,122.2534484804526
United States,2020-08-29,5978795.0,43071.0,41669.0,-0.0,341534041.0,122.00540794702219
United States,2020-08-30,6012963.0,34168.0,41372.71428571428,-0.0,341534041.0,121.13789350126385
United States,2020-08-31,6046489.0,33526.0,40626.142857142855,-0.0,341534041.0,118.9519578727523
United States,2020-09-01,6088458.0,41969.0,40960.28571428572,-0.0,341534041.0,119.93031673901496
United States,2020-09-02,6128576.0,40118.0,40984.142857142855,-0.0,341534041.0,120.00016963797425
United States,2020-09-03,6173787.0,45211.0,40257.0,-0.0,341534041.0,117.87112020262718
United States,2020-09-04,6222446.0,48659.0,38996.42857142857,-0.0,341534041.0,114.18021014024944
United States,2020-09-05,6265684.0,43238.0,36872.71428571428,-0.0,341534041.0,107.96204729037328
United States,2020-09-06,6294762.0,29078.0,35977.42857142857,-0.0,341534041.0,105.3406813156542
United States,2020-09-07,6319464.0,24702.0,35179.0,-0.0,341534041.0,103.00290974509332
United States,2020-09-08,6346567.0,27103.0,34631.28571428572,-0.0,341534041.0,101.3992210348535
United States,2020-09-09,6380418.0,33851.0,34970.857142857145,-0.0,341534041.0,102.39347457273563
United States,2020-09-10,6420040.0,39622.0,36575.142857142855,-0.0,341534041.0,107.09076831712613
United States,2020-09-11,6464865.0,44825.0,37746.42857142857,-0.0,341534041.0,110.52025285944652
United States,2020-09-12,6510480.0,45615.0,39223.0,-0.0,341534041.0,114.843603539947
United States,2020-09-13,6550788.0,40308.0,39865.57142857143,-0.0,341534041.0,116.72503072269573
United States,2020-09-14,6583689.0,32901.0,40696.857142857145,-0.0,341534041.0,119.15900688463773
United States,2020-09-15,6621128.0,37439.0,41468.57142857143,-0.0,341534041.0,121.41855993959744
United States,2020-09-16,6659477.0,38349.0,41474.28571428572,-0.0,341534041.0,121.43529117288111
United States,2020-09-17,6704918.0,45441.0,41659.57142857143,-0.0,341534041.0,121.97780141210411
United States,2020-09-18,6755145.0,50227.0,41568.0,-0.0,341534041.0,121.7096833987333
United States,2020-09-19,6800800.0,45655.0,41692.142857142855,-0.0,341534041.0,122.07316944182102
United States,2020-09-20,6842405.0,41605.0,42103.71428571428,-0.0,341534041.0,123.2782365190774
United States,2020-09-21,6874665.0,32260.0,42611.71428571428,-0.0,341534041.0,124.76564315799574
United States,2020-09-22,6912973.0,38308.0,42240.142857142855,-0.0,341534041.0,123.67769471372503
United States,2020-09-23,6954203.0,41230.0,41988.0,-0.0,341534041.0,122.93942904508309
United States,2020-09-24,7003200.0,48997.0,40859.71428571428,-0.0,341534041.0,119.63584703322233
United States,2020-09-25,7050826.0,47626.0,41475.57142857143,-0.0,341534041.0,121.43905570036993
United States,2020-09-26,7094716.0,43890.0,42044.42857142857,-0.0,341534041.0,123.10464997375935
United States,2020-09-27,7128423.0,33707.0,41713.857142857145,-0.0,341534041.0,122.13674812829902
United States,2020-09-28,7164994.0,36571.0,41337.42857142857,-0.0,341534041.0,121.03457813573719
United States,2020-09-29,7207284.0,42290.0,42183.28571428572,-0.0,341534041.0,123.51121894255255
United States,2020-09-30,7246200.0,38916.0,42967.57142857143,-0.0,341534041.0,125.80758071073633
United States,2020-10-01,7292562.0,46362.0,42919.42857142857,-0.0,341534041.0,125.6666200703214
United States,2020-10-02,7346109.0,53547.0,43116.0,-0.0,341534041.0,126.24217449527968
United States,2020-10-03,7395489.0,49380.0,43506.142857142855,-0.0,341534041.0,127.38449944772228
United States,2020-10-04,7428859.0,33370.0,45013.42857142857,-0.0,341534041.0,131.7977805071225
United States,2020-10-05,7466806.0,37947.0,46706.42857142857,-0.0,341534041.0,136.754826648242
United States,2020-10-06,7511827.0,45021.0,46961.28571428572,-0.0,341534041.0,137.5010396526937
United States,2020-10-07,7561294.0,49467.0,47800.42857142857,-0.0,341534041.0,139.95802126040073
United States,2020-10-08,7619507.0,58213.0,49730.42857142857,-0.0,341534041.0,145.60899530196045
United States,2020-10-09,7674838.0,55331.0,50445.857142857145,-0.0,341534041.0,147.70374570907603
United States,2020-10-10,7730092.0,55254.0,51242.28571428572,-0.0,341534041.0,150.03566134798763
United States,2020-10-11,7776972.0,46880.0,52628.57142857143,-0.0,341534041.0,154.0946585426061
United States,2020-10-12,7819927.0,42955.0,53435.57142857143,-0.0,341534041.0,156.45752696309248
United States,2020-10-13,7870523.0,50596.0,55575.42857142857,-0.0,341534041.0,162.722955546995
United States,2020-10-14,7929694.0,59171.0,55517.71428571428,-0.0,341534041.0,162.55397009082992
United States,2020-10-15,7993556.0,63862.0,56291.142857142855,-0.0,341534041.0,164.81854251577474
United States,2020-10-16,8063866.0,70310.0,59974.28571428572,-0.0,341534041.0,175.6026589287646
United States,2020-10-17,8118716.0,54850.0,61685.0,-0.0,341534041.0,180.6115718930635
United States,2020-10-18,8171010.0,52294.0,62007.0,-0.0,341534041.0,181.55437688859834
United States,2020-10-19,8239747.0,68737.0,64343.28571428572,-0.0,341534041.0,188.39494161662708
United States,2020-10-20,8302318.0,62571.0,66032.14285714286,-0.0,341534041.0,193.3398576136159
United States,2020-10-21,8363743.0,61425.0,69353.42857142857,-0.0,341534041.0,203.06446867891734
United States,2020-10-22,8443959.0,80216.0,70508.14285714286,-0.0,341534041.0,206.44543264471505
United States,2020-10-23,8526091.0,82132.0,69898.57142857143,-0.0,341534041.0,204.66062833417953
United States,2020-10-24,8604190.0,78099.0,72242.28571428571,-0.0,341534041.0,211.522943665477
United States,2020-10-25,8664567.0,60377.0,76094.14285714286,-0.0,341534041.0,222.80104974116725
United States,2020-10-26,8729037.0,64470.0,77874.57142857143,-0.0,341534041.0,228.01408375152695
United States,2020-10-27,8808014.0,78977.0,80498.42857142857,-0.0,341534041.0,235.69664779455633
United States,2020-10-28,8896402.0,88388.0,81737.42857142857,-0.0,341534041.0,239.3243974512882
United States,2020-10-29,8989081.0,92679.0,84274.71428571429,-0.0,341534041.0,246.75348331007007
United States,2020-10-30,9089580.0,100499.0,87055.85714285714,-0.0,341534041.0,254.89657454923253
United States,2020-10-31,9176352.0,86772.0,93902.28571428571,-0.0,341534041.0,274.94268342723035
United States,2020-11-01,9254490.0,78138.0,95856.71428571429,-0.0,341534041.0,280.6651834910778
United States,2020-11-02,9338428.0,83938.0,101192.85714285714,-0.0,341534041.0,296.28922741220146
United States,2020-11-03,9465330.0,126902.0,105282.57142857143,-0.0,341534041.0,308.2637710733245
United States,2020-11-04,9567399.0,102069.0,111061.14285714286,-0.0,341534041.0,325.18323073143637
United States,2020-11-05,9697431.0,130032.0,116951.14285714286,-0.0,341534041.0,342.4289494385798
United States,2020-11-06,9826558.0,129127.0,122035.0,-0.0,341534041.0,357.3143094102295
United States,2020-11-07,9953780.0,127222.0,123777.71428571429,-0.0,341534041.0,362.41691728091695
United States,2020-11-08,10073148.0,119368.0,130562.0,-0.0,341534041.0,382.28107399695483
United States,2020-11-09,10192673.0,119525.0,134792.14285714287,-0.0,341534041.0,394.6667877160241
United States,2020-11-10,10331774.0,139101.0,141882.7142857143,-0.0,341534041.0,415.4277385360667
United States,2020-11-11,10481333.0,149559.0,146987.7142857143,-0.0,341534041.0,430.37500407086594
