country,CountryCode,Date,C1M_School closing,C2M_Workplace closing,C3M_Cancel public events,C4M_Restrictions on gatherings,C5M_Close public transport,C6M_Stay at home requirements,C7M_Restrictions on internal movement,C8EV_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6M_Facial Coverings,H7_Vaccination policy,H8M_Protection of elderly people,PopulationVaccinated,StringencyIndex_Average,GovernmentResponseIndex_Average,ContainmentHealthIndex_Average,EconomicSupportIndex
United Kingdom,GBR,20210510,1.0,2.0,2.0,4.0,1.0,0.0,1.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,26.79,59.72,67.24,62.56,100.0
United Kingdom,GBR,20210511,1.0,2.0,2.0,4.0,1.0,0.0,1.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,27.31,59.72,67.24,62.56,100.0
United Kingdom,GBR,20210512,1.0,2.0,2.0,4.0,1.0,0.0,1.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,27.98,59.72,67.24,62.56,100.0
United Kingdom,GBR,20210513,1.0,2.0,2.0,4.0,1.0,0.0,1.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,28.62,59.72,67.24,62.56,100.0
United Kingdom,GBR,20210514,1.0,2.0,2.0,4.0,1.0,0.0,1.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,29.2,59.72,67.24,62.56,100.0
United Kingdom,GBR,20210515,1.0,2.0,2.0,4.0,1.0,0.0,1.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,29.78,59.72,67.24,62.56,100.0
United Kingdom,GBR,20210516,1.0,2.0,2.0,4.0,1.0,0.0,1.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,30.05,59.72,67.24,62.56,100.0
United Kingdom,GBR,20210517,1.0,2.0,2.0,4.0,1.0,0.0,2.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,30.44,62.5,68.8,64.35,100.0
United Kingdom,GBR,20210518,1.0,2.0,2.0,4.0,1.0,0.0,2.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,30.92,62.5,68.8,64.35,100.0
United Kingdom,GBR,20210519,1.0,2.0,2.0,4.0,1.0,0.0,2.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,31.46,62.5,68.8,64.35,100.0
United Kingdom,GBR,20210520,1.0,2.0,2.0,4.0,1.0,0.0,2.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,32.08,62.5,68.8,64.35,100.0
United Kingdom,GBR,20210521,1.0,2.0,2.0,4.0,1.0,0.0,2.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,32.72,62.5,68.8,64.35,100.0
United Kingdom,GBR,20210522,1.0,2.0,2.0,4.0,1.0,0.0,2.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,33.54,62.5,68.8,64.35,100.0
United Kingdom,GBR,20210523,1.0,2.0,2.0,4.0,1.0,0.0,2.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,33.91,62.5,68.8,64.35,100.0
United Kingdom,GBR,20210524,1.0,2.0,2.0,4.0,1.0,0.0,2.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,34.41,62.5,68.8,64.35,100.0
United Kingdom,GBR,20210525,1.0,2.0,2.0,4.0,1.0,0.0,2.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,34.98,62.5,68.8,64.35,100.0
United Kingdom,GBR,20210526,1.0,2.0,2.0,4.0,1.0,0.0,2.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,35.62,62.5,68.8,64.35,100.0
United Kingdom,GBR,20210527,1.0,2.0,2.0,4.0,1.0,0.0,2.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,36.26,62.5,68.8,64.35,100.0
United Kingdom,GBR,20210528,1.0,2.0,2.0,4.0,1.0,0.0,2.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,36.9,62.5,68.8,64.35,100.0
United Kingdom,GBR,20210529,1.0,2.0,2.0,4.0,1.0,0.0,2.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,37.53,62.5,68.8,64.35,100.0
United Kingdom,GBR,20210530,1.0,2.0,2.0,4.0,1.0,0.0,2.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,37.83,62.5,68.8,64.35,100.0
United Kingdom,GBR,20210531,1.0,2.0,2.0,4.0,1.0,0.0,2.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,38.12,62.5,68.8,64.35,100.0
United Kingdom,GBR,20210601,1.0,2.0,2.0,4.0,1.0,0.0,2.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,38.62,62.5,68.8,64.35,100.0
United Kingdom,GBR,20210602,1.0,2.0,2.0,4.0,1.0,0.0,2.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,39.14,62.5,68.8,64.35,100.0
United Kingdom,GBR,20210603,1.0,2.0,2.0,4.0,1.0,0.0,2.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,39.7,62.5,68.8,64.35,100.0
United Kingdom,GBR,20210604,1.0,2.0,2.0,4.0,1.0,0.0,2.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,40.27,62.5,68.8,64.35,100.0
United Kingdom,GBR,20210605,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,40.97,51.39,62.55,57.2,100.0
United Kingdom,GBR,20210606,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,41.36,51.39,62.55,57.2,100.0
United Kingdom,GBR,20210607,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,41.81,51.39,62.55,57.2,100.0
United Kingdom,GBR,20210608,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,42.28,51.39,62.55,57.2,100.0
United Kingdom,GBR,20210609,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,42.75,51.39,62.55,57.2,100.0
United Kingdom,GBR,20210610,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,43.2,51.39,62.55,57.2,100.0
United Kingdom,GBR,20210611,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,43.66,51.39,62.55,57.2,100.0
United Kingdom,GBR,20210612,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,44.13,51.39,62.55,57.2,100.0
United Kingdom,GBR,20210613,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,44.4,51.39,62.55,57.2,100.0
United Kingdom,GBR,20210614,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,44.75,51.39,62.55,57.2,100.0
United Kingdom,GBR,20210615,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,45.09,51.39,62.55,57.2,100.0
United Kingdom,GBR,20210616,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,45.44,51.39,62.55,57.2,100.0
United Kingdom,GBR,20210617,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,45.77,51.39,62.55,57.2,100.0
United Kingdom,GBR,20210618,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,46.07,51.39,62.55,57.2,100.0
United Kingdom,GBR,20210619,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,46.42,51.39,62.55,57.2,100.0
United Kingdom,GBR,20210620,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,46.59,51.39,62.55,57.2,100.0
United Kingdom,GBR,20210621,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,46.64,51.39,62.55,57.2,100.0
United Kingdom,GBR,20210622,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,47.02,51.39,62.55,57.2,100.0
United Kingdom,GBR,20210623,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,47.27,51.39,62.55,57.2,100.0
United Kingdom,GBR,20210624,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,47.53,51.39,63.8,58.63,100.0
United Kingdom,GBR,20210625,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,47.79,51.39,63.8,58.63,100.0
United Kingdom,GBR,20210626,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,48.08,51.39,63.8,58.63,100.0
United Kingdom,GBR,20210627,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,48.27,51.39,63.8,58.63,100.0
United Kingdom,GBR,20210628,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,48.47,51.39,63.8,58.63,100.0
United Kingdom,GBR,20210629,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,48.69,51.39,63.8,58.63,100.0
United Kingdom,GBR,20210630,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,48.95,51.39,63.8,58.63,100.0
United Kingdom,GBR,20210701,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,49.24,51.39,63.8,58.63,100.0
United Kingdom,GBR,20210702,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,49.5,51.39,63.8,58.63,100.0
United Kingdom,GBR,20210703,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,49.79,51.39,63.8,58.63,100.0
United Kingdom,GBR,20210704,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,49.96,51.39,63.8,58.63,100.0
United Kingdom,GBR,20210705,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,50.18,51.39,63.8,58.63,100.0
United Kingdom,GBR,20210706,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,50.4,51.39,63.8,58.63,100.0
United Kingdom,GBR,20210707,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,50.66,51.39,63.8,58.63,100.0
United Kingdom,GBR,20210708,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,50.92,51.39,63.8,58.63,100.0
United Kingdom,GBR,20210709,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,51.18,51.39,63.8,58.63,100.0
United Kingdom,GBR,20210710,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,51.5,51.39,63.8,58.63,100.0
United Kingdom,GBR,20210711,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,51.66,51.39,63.8,58.63,100.0
United Kingdom,GBR,20210712,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,51.84,51.39,63.8,58.63,100.0
United Kingdom,GBR,20210713,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,52.08,51.39,63.8,58.63,100.0
United Kingdom,GBR,20210714,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,52.35,51.39,63.8,58.63,100.0
United Kingdom,GBR,20210715,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,52.65,51.39,63.8,58.63,100.0
United Kingdom,GBR,20210716,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,52.95,51.39,63.8,58.63,100.0
United Kingdom,GBR,20210717,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,53.28,51.39,63.8,58.63,100.0
United Kingdom,GBR,20210718,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,53.47,51.39,63.8,58.63,100.0
United Kingdom,GBR,20210719,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,53.69,43.98,57.81,51.79,100.0
United Kingdom,GBR,20210720,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,53.93,43.98,57.81,51.79,100.0
United Kingdom,GBR,20210721,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,54.2,43.98,57.81,51.79,100.0
United Kingdom,GBR,20210722,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,54.48,43.98,57.81,51.79,100.0
United Kingdom,GBR,20210723,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,54.76,43.98,57.81,51.79,100.0
United Kingdom,GBR,20210724,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,55.06,43.98,57.81,51.79,100.0
United Kingdom,GBR,20210725,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,55.23,43.98,57.81,51.79,100.0
United Kingdom,GBR,20210726,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,55.45,43.98,57.81,51.79,100.0
United Kingdom,GBR,20210727,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,55.68,43.98,57.81,51.79,100.0
United Kingdom,GBR,20210728,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,55.93,43.98,57.81,51.79,100.0
United Kingdom,GBR,20210729,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,56.2,43.98,57.81,51.79,100.0
United Kingdom,GBR,20210730,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,56.45,43.98,57.81,51.79,100.0
United Kingdom,GBR,20210731,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,56.77,43.98,57.81,51.79,100.0
United Kingdom,GBR,20210801,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,56.94,43.98,57.81,51.79,100.0
United Kingdom,GBR,20210802,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,57.13,43.98,57.81,51.79,100.0
United Kingdom,GBR,20210803,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,57.34,43.98,57.81,51.79,100.0
United Kingdom,GBR,20210804,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,57.58,43.98,57.81,51.79,100.0
United Kingdom,GBR,20210805,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,57.84,43.98,57.81,51.79,100.0
United Kingdom,GBR,20210806,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,58.09,43.98,57.81,51.79,100.0
United Kingdom,GBR,20210807,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,58.41,43.98,57.81,51.79,100.0
United Kingdom,GBR,20210808,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,58.59,43.98,57.81,51.79,100.0
United Kingdom,GBR,20210809,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,58.79,43.98,57.81,51.79,100.0
United Kingdom,GBR,20210810,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,59.01,43.98,57.81,51.79,100.0
United Kingdom,GBR,20210811,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,59.27,43.98,57.81,51.79,100.0
United Kingdom,GBR,20210812,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,59.56,43.98,57.81,51.79,100.0
United Kingdom,GBR,20210813,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,59.81,43.98,57.81,51.79,100.0
United Kingdom,GBR,20210814,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,60.11,43.98,57.81,51.79,100.0
United Kingdom,GBR,20210815,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,60.29,43.98,57.81,51.79,100.0
United Kingdom,GBR,20210816,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,60.5,43.98,57.81,51.79,100.0
United Kingdom,GBR,20210817,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,60.71,43.98,57.81,51.79,100.0
United Kingdom,GBR,20210818,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,60.97,43.98,57.81,51.79,100.0
United Kingdom,GBR,20210819,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,61.22,43.98,57.81,51.79,100.0
United Kingdom,GBR,20210820,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,61.47,43.98,57.81,51.79,100.0
United Kingdom,GBR,20210821,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,61.76,43.98,57.81,51.79,100.0
United Kingdom,GBR,20210822,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,61.93,43.98,57.81,51.79,100.0
United Kingdom,GBR,20210823,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,62.13,43.98,57.81,51.79,100.0
United Kingdom,GBR,20210824,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,62.32,43.98,57.81,51.79,100.0
United Kingdom,GBR,20210825,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,62.56,43.98,57.81,51.79,100.0
United Kingdom,GBR,20210826,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,62.78,43.98,57.81,51.79,100.0
United Kingdom,GBR,20210827,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,62.97,43.98,57.81,51.79,100.0
United Kingdom,GBR,20210828,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,63.17,43.98,57.81,51.79,100.0
United Kingdom,GBR,20210829,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,63.29,43.98,57.81,51.79,100.0
United Kingdom,GBR,20210830,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,63.39,43.98,57.81,51.79,100.0
United Kingdom,GBR,20210831,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,63.56,43.98,57.81,51.79,100.0
United Kingdom,GBR,20210901,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,63.73,43.98,57.81,51.79,100.0
United Kingdom,GBR,20210902,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,63.91,43.98,57.81,51.79,100.0
United Kingdom,GBR,20210903,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,64.07,43.98,57.81,51.79,100.0
United Kingdom,GBR,20210904,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,64.26,43.98,57.81,51.79,100.0
United Kingdom,GBR,20210905,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,64.37,43.98,57.81,51.79,100.0
United Kingdom,GBR,20210906,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,64.49,43.98,57.81,51.79,100.0
United Kingdom,GBR,20210907,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,64.62,43.98,57.81,51.79,100.0
United Kingdom,GBR,20210908,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,64.75,43.98,57.81,51.79,100.0
United Kingdom,GBR,20210909,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,64.89,43.98,57.81,51.79,100.0
United Kingdom,GBR,20210910,1.0,2.0,1.0,3.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,65.02,41.2,56.25,50.0,100.0
United Kingdom,GBR,20210911,1.0,2.0,1.0,3.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,65.17,41.2,56.25,50.0,100.0
United Kingdom,GBR,20210912,1.0,2.0,1.0,3.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,65.25,41.2,56.25,50.0,100.0
United Kingdom,GBR,20210913,1.0,2.0,1.0,3.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,65.34,41.2,56.25,50.0,100.0
United Kingdom,GBR,20210914,1.0,2.0,1.0,3.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,65.44,41.2,56.25,50.0,100.0
United Kingdom,GBR,20210915,1.0,2.0,1.0,3.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,65.53,41.2,56.25,50.0,100.0
United Kingdom,GBR,20210916,1.0,2.0,1.0,3.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,65.62,41.2,56.25,50.0,100.0
United Kingdom,GBR,20210917,1.0,2.0,1.0,3.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,65.71,41.2,56.25,50.0,100.0
United Kingdom,GBR,20210918,1.0,2.0,1.0,3.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,65.82,41.2,56.25,50.0,100.0
United Kingdom,GBR,20210919,1.0,2.0,1.0,3.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,65.87,41.2,56.25,50.0,100.0
United Kingdom,GBR,20210920,1.0,2.0,1.0,3.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,65.94,41.2,56.25,50.0,100.0
United Kingdom,GBR,20210921,1.0,2.0,1.0,3.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,66.01,41.2,56.25,50.0,100.0
United Kingdom,GBR,20210922,1.0,2.0,1.0,3.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,66.07,41.2,56.25,50.0,100.0
United Kingdom,GBR,20210923,1.0,2.0,1.0,3.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,66.14,41.2,56.25,50.0,100.0
United Kingdom,GBR,20210924,1.0,2.0,1.0,3.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,66.2,41.2,56.25,50.0,100.0
United Kingdom,GBR,20210925,1.0,2.0,1.0,3.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,66.27,41.2,56.25,50.0,100.0
United Kingdom,GBR,20210926,1.0,2.0,1.0,3.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,66.31,41.2,56.25,50.0,100.0
United Kingdom,GBR,20210927,1.0,2.0,1.0,3.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,66.36,41.2,56.25,50.0,100.0
United Kingdom,GBR,20210928,1.0,2.0,1.0,3.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,66.41,41.2,56.25,50.0,100.0
United Kingdom,GBR,20210929,1.0,2.0,1.0,3.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,66.46,41.2,56.25,50.0,100.0
United Kingdom,GBR,20210930,1.0,2.0,1.0,3.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,66.51,41.2,56.25,50.0,100.0
United Kingdom,GBR,20211001,1.0,1.0,1.0,3.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,66.56,39.97,46.18,49.21,25.0
United Kingdom,GBR,20211002,1.0,1.0,1.0,3.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,66.61,39.97,46.18,49.21,25.0
United Kingdom,GBR,20211003,1.0,1.0,1.0,3.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,66.65,39.97,46.18,49.21,25.0
United Kingdom,GBR,20211004,1.0,1.0,1.0,3.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,66.69,39.97,46.18,49.21,25.0
United Kingdom,GBR,20211005,1.0,1.0,1.0,3.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,66.73,39.97,46.18,49.21,25.0
United Kingdom,GBR,20211006,1.0,1.0,1.0,3.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,66.77,39.96,46.18,49.21,25.0
United Kingdom,GBR,20211007,1.0,1.0,1.0,3.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,66.82,39.96,46.18,49.2,25.0
