country,CountryCode,Date,C1M_School closing,C2M_Workplace closing,C3M_Cancel public events,C4M_Restrictions on gatherings,C5M_Close public transport,C6M_Stay at home requirements,C7M_Restrictions on internal movement,C8EV_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6M_Facial Coverings,H7_Vaccination policy,H8M_Protection of elderly people,PopulationVaccinated,StringencyIndex_Average,GovernmentResponseIndex_Average,ContainmentHealthIndex_Average,EconomicSupportIndex
China,CHN,20200101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.99,6.85,0.0
China,CHN,20200102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.99,6.85,0.0
China,CHN,20200103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.99,6.85,0.0
China,CHN,20200104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.99,6.85,0.0
China,CHN,20200105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.78,10.68,12.2,0.0
China,CHN,20200106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.78,10.68,12.2,0.0
China,CHN,20200107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.78,10.68,12.2,0.0
China,CHN,20200108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.78,10.68,12.2,0.0
China,CHN,20200109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.78,10.68,12.2,0.0
China,CHN,20200110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.78,10.68,12.2,0.0
China,CHN,20200111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.78,10.68,12.2,0.0
China,CHN,20200112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.78,10.68,12.2,0.0
China,CHN,20200113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.78,10.68,12.2,0.0
China,CHN,20200114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.78,10.68,12.2,0.0
China,CHN,20200115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,8.33,13.8,15.77,0.0
China,CHN,20200116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,8.33,13.8,15.77,0.0
China,CHN,20200117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,8.33,13.8,15.77,0.0
China,CHN,20200118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,8.33,13.8,15.77,0.0
China,CHN,20200119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,8.33,13.8,15.77,0.0
China,CHN,20200120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,8.33,14.58,16.67,0.0
China,CHN,20200121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,8.33,16.15,18.45,0.0
China,CHN,20200122,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,26.39,27.08,30.95,0.0
China,CHN,20200123,0.0,0.0,2.0,4.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,44.91,37.5,42.86,0.0
China,CHN,20200124,0.0,0.0,2.0,4.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,44.91,37.5,42.86,0.0
China,CHN,20200125,0.0,0.0,2.0,4.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,47.69,39.06,44.64,0.0
China,CHN,20200126,3.0,3.0,2.0,4.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,69.91,51.56,58.93,0.0
China,CHN,20200127,3.0,3.0,2.0,4.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,69.91,51.56,58.93,0.0
China,CHN,20200128,3.0,3.0,2.0,4.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,3.0,0.0,2.0,0.0,69.91,55.73,63.69,0.0
China,CHN,20200129,3.0,3.0,2.0,4.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,3.0,0.0,2.0,0.0,69.91,55.73,63.69,0.0
China,CHN,20200130,3.0,3.0,2.0,4.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,3.0,0.0,2.0,0.0,69.91,55.73,63.69,0.0
China,CHN,20200131,3.0,3.0,2.0,4.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,3.0,0.0,2.0,0.0,69.91,55.73,63.69,0.0
China,CHN,20200201,3.0,3.0,2.0,4.0,2.0,3.0,2.0,0.0,2.0,1.0,2.0,3.0,0.0,2.0,0.0,77.31,59.9,68.45,0.0
China,CHN,20200202,3.0,3.0,2.0,4.0,2.0,3.0,2.0,0.0,2.0,1.0,2.0,3.0,0.0,2.0,0.0,77.31,59.9,68.45,0.0
China,CHN,20200203,3.0,3.0,2.0,4.0,2.0,3.0,2.0,0.0,2.0,1.0,2.0,3.0,0.0,2.0,0.0,77.31,59.9,68.45,0.0
China,CHN,20200204,3.0,3.0,2.0,4.0,2.0,3.0,2.0,0.0,2.0,1.0,2.0,3.0,0.0,2.0,0.0,77.31,59.9,68.45,0.0
China,CHN,20200205,3.0,3.0,2.0,4.0,2.0,3.0,2.0,0.0,2.0,1.0,2.0,3.0,0.0,2.0,0.0,77.31,59.9,68.45,0.0
China,CHN,20200206,3.0,3.0,2.0,4.0,2.0,3.0,2.0,0.0,2.0,1.0,2.0,3.0,0.0,2.0,0.0,77.31,59.9,68.45,0.0
China,CHN,20200207,3.0,3.0,2.0,4.0,2.0,3.0,2.0,0.0,2.0,1.0,2.0,3.0,0.0,2.0,0.0,77.31,59.9,68.45,0.0
China,CHN,20200208,3.0,3.0,2.0,4.0,2.0,3.0,2.0,0.0,2.0,1.0,2.0,3.0,0.0,2.0,0.0,77.31,59.9,68.45,0.0
China,CHN,20200209,3.0,3.0,2.0,4.0,2.0,3.0,2.0,0.0,2.0,1.0,2.0,3.0,0.0,2.0,0.0,77.31,59.9,68.45,0.0
China,CHN,20200210,3.0,3.0,2.0,4.0,2.0,3.0,2.0,0.0,2.0,1.0,2.0,3.0,0.0,2.0,0.0,75.46,58.85,67.26,0.0
China,CHN,20200211,3.0,3.0,2.0,4.0,2.0,3.0,2.0,0.0,2.0,1.0,2.0,3.0,0.0,2.0,0.0,75.46,58.85,67.26,0.0
China,CHN,20200212,3.0,3.0,2.0,4.0,2.0,3.0,2.0,0.0,2.0,1.0,2.0,3.0,0.0,2.0,0.0,75.46,58.85,67.26,0.0
China,CHN,20200213,3.0,3.0,2.0,4.0,2.0,3.0,2.0,0.0,2.0,1.0,2.0,3.0,0.0,2.0,0.0,75.46,58.85,67.26,0.0
China,CHN,20200214,3.0,3.0,2.0,4.0,2.0,3.0,2.0,0.0,2.0,1.0,2.0,3.0,0.0,2.0,0.0,75.46,58.85,67.26,0.0
China,CHN,20200215,3.0,3.0,2.0,4.0,2.0,3.0,2.0,0.0,2.0,1.0,2.0,3.0,0.0,2.0,0.0,75.46,58.85,67.26,0.0
China,CHN,20200216,3.0,3.0,2.0,4.0,2.0,3.0,2.0,0.0,2.0,2.0,2.0,3.0,0.0,2.0,0.0,75.46,60.94,69.64,0.0
China,CHN,20200217,3.0,3.0,2.0,4.0,2.0,3.0,2.0,0.0,2.0,2.0,2.0,3.0,0.0,2.0,0.0,75.46,60.94,69.64,0.0
China,CHN,20200218,3.0,3.0,2.0,4.0,2.0,3.0,2.0,0.0,2.0,2.0,2.0,3.0,0.0,2.0,0.0,75.46,60.94,69.64,0.0
China,CHN,20200219,3.0,3.0,2.0,4.0,2.0,3.0,2.0,0.0,2.0,2.0,2.0,3.0,0.0,2.0,0.0,75.46,60.94,69.64,0.0
China,CHN,20200220,3.0,3.0,2.0,4.0,2.0,3.0,2.0,0.0,2.0,2.0,2.0,3.0,0.0,2.0,0.0,75.46,60.94,69.64,0.0
China,CHN,20200221,3.0,3.0,2.0,4.0,2.0,3.0,2.0,0.0,2.0,2.0,2.0,3.0,0.0,2.0,0.0,75.46,60.94,69.64,0.0
China,CHN,20200222,3.0,3.0,2.0,4.0,2.0,3.0,2.0,0.0,2.0,2.0,2.0,3.0,0.0,2.0,0.0,75.46,60.94,69.64,0.0
China,CHN,20200223,3.0,3.0,2.0,4.0,2.0,3.0,2.0,0.0,2.0,2.0,2.0,3.0,0.0,2.0,0.0,75.46,60.94,69.64,0.0
China,CHN,20200224,3.0,3.0,2.0,4.0,2.0,3.0,2.0,0.0,2.0,2.0,2.0,3.0,0.0,2.0,0.0,75.46,60.94,69.64,0.0
China,CHN,20200225,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,0.0,81.02,64.06,73.21,0.0
China,CHN,20200226,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,0.0,81.02,64.06,73.21,0.0
China,CHN,20200227,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,0.0,81.02,64.06,73.21,0.0
China,CHN,20200228,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,0.0,81.02,64.06,73.21,0.0
China,CHN,20200229,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,0.0,81.02,64.06,73.21,0.0
China,CHN,20200301,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,0.0,81.02,64.06,73.21,0.0
China,CHN,20200302,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,0.0,81.02,64.06,73.21,0.0
China,CHN,20200303,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,0.0,81.02,64.06,73.21,0.0
China,CHN,20200304,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,0.0,81.02,64.06,73.21,0.0
China,CHN,20200305,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,0.0,81.02,64.06,73.21,0.0
China,CHN,20200306,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,0.0,81.02,64.06,73.21,0.0
China,CHN,20200307,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,0.0,81.02,64.06,73.21,0.0
China,CHN,20200308,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,0.0,81.02,64.06,73.21,0.0
China,CHN,20200309,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,0.0,81.02,64.06,73.21,0.0
China,CHN,20200310,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,0.0,81.02,64.06,73.21,0.0
China,CHN,20200311,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,0.0,81.02,64.06,73.21,0.0
China,CHN,20200312,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,0.0,81.02,64.06,73.21,0.0
China,CHN,20200313,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,0.0,81.02,64.06,73.21,0.0
China,CHN,20200314,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,0.0,81.02,64.06,73.21,0.0
China,CHN,20200315,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,0.0,81.02,64.06,73.21,0.0
China,CHN,20200316,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,0.0,79.17,63.02,72.02,0.0
China,CHN,20200317,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,0.0,79.17,63.02,72.02,0.0
China,CHN,20200318,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,0.0,79.17,63.02,72.02,0.0
China,CHN,20200319,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,0.0,79.17,63.02,72.02,0.0
China,CHN,20200320,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,0.0,79.17,63.02,72.02,0.0
China,CHN,20200321,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,0.0,79.17,63.02,72.02,0.0
China,CHN,20200322,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,0.0,79.17,63.02,72.02,0.0
China,CHN,20200323,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,0.0,79.17,63.02,72.02,0.0
China,CHN,20200324,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,79.17,62.24,71.13,0.0
China,CHN,20200325,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,79.17,62.24,71.13,0.0
China,CHN,20200326,3.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,81.94,63.8,72.92,0.0
China,CHN,20200327,3.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,81.94,63.8,72.92,0.0
China,CHN,20200328,3.0,3.0,2.0,4.0,0.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,73.61,59.11,67.56,0.0
China,CHN,20200329,3.0,3.0,2.0,4.0,0.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,73.61,59.11,67.56,0.0
China,CHN,20200330,3.0,3.0,2.0,4.0,0.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,73.61,59.11,67.56,0.0
China,CHN,20200331,3.0,3.0,2.0,4.0,0.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,73.61,61.2,69.94,0.0
China,CHN,20200401,3.0,3.0,2.0,4.0,0.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,73.61,61.2,69.94,0.0
China,CHN,20200402,3.0,3.0,2.0,4.0,0.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,73.61,61.2,69.94,0.0
China,CHN,20200403,3.0,2.0,2.0,4.0,0.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,69.91,59.11,67.56,0.0
China,CHN,20200404,3.0,2.0,2.0,4.0,0.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,69.91,59.11,67.56,0.0
China,CHN,20200405,3.0,2.0,2.0,4.0,0.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,69.91,59.11,67.56,0.0
China,CHN,20200406,3.0,2.0,2.0,4.0,0.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,69.91,59.11,67.56,0.0
China,CHN,20200407,3.0,2.0,2.0,4.0,0.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,69.91,59.11,67.56,0.0
China,CHN,20200408,3.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,56.94,51.82,59.23,0.0
China,CHN,20200409,3.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,56.94,51.82,59.23,0.0
China,CHN,20200410,3.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,56.94,51.82,59.23,0.0
China,CHN,20200411,3.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,56.94,53.39,59.23,12.5
China,CHN,20200412,3.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,56.94,53.39,59.23,12.5
China,CHN,20200413,3.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,56.94,53.39,59.23,12.5
China,CHN,20200414,3.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,56.94,53.39,59.23,12.5
China,CHN,20200415,3.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,56.94,53.39,59.23,12.5
China,CHN,20200416,3.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,56.94,53.39,59.23,12.5
China,CHN,20200417,3.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,56.94,53.39,59.23,12.5
China,CHN,20200418,3.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,56.94,53.39,59.23,12.5
China,CHN,20200419,3.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,56.94,53.39,59.23,12.5
China,CHN,20200420,3.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,56.94,53.39,59.23,12.5
China,CHN,20200421,3.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,56.94,53.39,59.23,12.5
China,CHN,20200422,3.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,56.94,53.39,59.23,12.5
China,CHN,20200423,3.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,56.94,53.39,59.23,12.5
China,CHN,20200424,3.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,56.94,53.39,59.23,12.5
China,CHN,20200425,3.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,56.94,53.39,59.23,12.5
China,CHN,20200426,3.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,56.94,53.39,59.23,12.5
China,CHN,20200427,3.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,56.94,53.39,59.23,12.5
China,CHN,20200428,3.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,56.94,53.39,59.23,12.5
China,CHN,20200429,3.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,56.94,53.39,59.23,12.5
China,CHN,20200430,3.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,56.94,53.39,59.23,12.5
China,CHN,20200501,3.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,56.94,53.39,59.23,12.5
China,CHN,20200502,3.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,56.94,53.39,59.23,12.5
China,CHN,20200503,3.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,56.94,53.39,59.23,12.5
China,CHN,20200504,3.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,56.94,53.39,59.23,12.5
China,CHN,20200505,3.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,56.94,53.39,59.23,12.5
China,CHN,20200506,3.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,56.94,53.39,59.23,12.5
China,CHN,20200507,3.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,56.94,53.39,59.23,12.5
China,CHN,20200508,3.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,56.94,53.39,59.23,12.5
China,CHN,20200509,3.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,56.94,53.39,59.23,12.5
China,CHN,20200510,3.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,81.94,67.45,75.3,12.5
China,CHN,20200511,3.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,81.94,67.45,75.3,12.5
China,CHN,20200512,3.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,81.94,67.45,75.3,12.5
China,CHN,20200513,3.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,81.94,67.45,75.3,12.5
China,CHN,20200514,3.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,81.94,67.45,75.3,12.5
China,CHN,20200515,3.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,81.94,67.45,75.3,12.5
China,CHN,20200516,3.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,81.94,67.45,75.3,12.5
China,CHN,20200517,3.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,81.94,67.45,75.3,12.5
China,CHN,20200518,3.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,81.94,67.45,75.3,12.5
China,CHN,20200519,3.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,81.94,67.45,75.3,12.5
China,CHN,20200520,3.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,81.94,67.45,75.3,12.5
China,CHN,20200521,3.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,81.94,70.57,75.3,37.5
China,CHN,20200522,3.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,81.94,70.57,75.3,37.5
China,CHN,20200523,3.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,81.94,70.57,75.3,37.5
China,CHN,20200524,3.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,81.94,70.57,75.3,37.5
China,CHN,20200525,3.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,81.94,70.57,75.3,37.5
China,CHN,20200526,3.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,81.94,70.57,75.3,37.5
China,CHN,20200527,3.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,81.94,70.57,75.3,37.5
China,CHN,20200528,3.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,81.94,70.57,75.3,37.5
China,CHN,20200529,3.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,81.94,70.57,75.3,37.5
China,CHN,20200530,3.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,81.94,70.57,75.3,37.5
China,CHN,20200531,3.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,81.94,70.57,75.3,37.5
China,CHN,20200601,3.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,81.94,70.57,75.3,37.5
China,CHN,20200602,3.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,81.94,70.57,75.3,37.5
China,CHN,20200603,2.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,78.24,68.49,72.92,37.5
China,CHN,20200604,2.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,78.24,68.49,72.92,37.5
China,CHN,20200605,2.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,78.24,68.49,72.92,37.5
China,CHN,20200606,2.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,78.24,68.49,72.92,37.5
China,CHN,20200607,2.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,78.24,68.49,72.92,37.5
China,CHN,20200608,2.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,78.24,68.49,72.92,37.5
