country,date,new_cases,new_cases_smoothed,new_cases_smoothed_per_million,new_deaths_smoothed_per_million,stringency_index,reproduction_rate,positive_rate,tests_per_case,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,population
China,2020-01-01,,,,,0.0,,,,,,,1425179562.0
China,2020-01-02,,,,,0.0,,,,,,,1425179562.0
China,2020-01-03,,,,,0.0,,,,,,,1425179562.0
China,2020-01-04,1.0,,,,0.0,,,,,,,1425179562.0
China,2020-01-05,0.0,,,,2.78,,,,,,,1425179562.0
China,2020-01-06,3.0,,,,2.78,,,,,,,1425179562.0
China,2020-01-07,0.0,,,,2.78,,,,,,,1425179562.0
China,2020-01-08,0.0,,,,2.78,,,,,,,1425179562.0
China,2020-01-09,0.0,0.6666667,0.0004677773,0.0,2.78,,,,,,,1425179562.0
China,2020-01-10,0.0,0.5714286,0.00040095198,0.0,2.78,,,,,,,1425179562.0
China,2020-01-11,0.0,0.42857143,0.000300714,0.0,2.78,,,,,,,1425179562.0
China,2020-01-12,41.0,6.285714,0.004410472,0.000100237994,2.78,,,,,,,1425179562.0
China,2020-01-13,0.0,5.857143,0.004109758,0.000100237994,2.78,,,,,,,1425179562.0
China,2020-01-14,0.0,5.857143,0.004109758,0.000100237994,2.78,,,,,,,1425179562.0
China,2020-01-15,0.0,5.857143,0.004109758,0.000100237994,8.33,,,,,,,1425179562.0
China,2020-01-16,0.0,5.857143,0.004109758,0.000100237994,8.33,,,,,,,1425179562.0
China,2020-01-17,4.0,6.428571,0.00451071,0.00020047599,8.33,,,,,,,1425179562.0
China,2020-01-18,0.0,6.428571,0.00451071,0.00020047599,8.33,,,,,,,1425179562.0
China,2020-01-19,76.0,11.428572,0.008019039,0.00020047599,8.33,,,,,,,1425179562.0
China,2020-01-20,77.0,22.428572,0.015737366,0.000300714,8.33,,,,,,,1425179562.0
China,2020-01-21,93.0,35.714287,0.025059499,0.00050118996,8.33,,,,,,,1425179562.0
China,2020-01-22,147.0,56.714287,0.039794486,0.0016038079,26.39,,,,,,,1425179562.0
China,2020-01-23,132.0,75.57143,0.0530259,0.0017040459,44.91,3.0428,,,,,,1425179562.0
China,2020-01-24,261.0,112.28571,0.078787066,0.002405712,44.91,3.2823,,,,,,1425179562.0
China,2020-01-25,462.0,178.28572,0.12509702,0.0040095197,47.69,3.4984,,,,,,1425179562.0
China,2020-01-26,688.0,265.7143,0.18644267,0.0053126137,69.91,3.5942,,,,,,1425179562.0
China,2020-01-27,776.0,365.57144,0.25650904,0.007818564,69.91,3.6649,,,,,,1425179562.0
China,2020-01-28,1772.0,605.4286,0.42480862,0.012529749,69.91,3.6832,,,,,,1425179562.0
China,2020-01-29,1464.0,793.5714,0.55682206,0.011627607,69.91,3.2893,,,,,,1425179562.0
China,2020-01-30,1739.0,1023.1429,0.7179045,0.015336413,69.91,3.046,,,,,,1425179562.0
China,2020-01-31,1984.0,1269.2858,0.89061457,0.018744506,69.91,2.8156,,,,,,1425179562.0
China,2020-02-01,2101.0,1503.4286,1.0549047,0.021751646,77.31,2.6768,,,,,,1425179562.0
China,2020-02-02,2590.0,1775.1428,1.2455573,0.03057259,77.31,2.5902,,,,,,1425179562.0
China,2020-02-03,2827.0,2068.1428,1.4511454,0.03438163,77.31,2.3447,,,,,,1425179562.0
China,2020-02-04,3233.0,2276.8572,1.5975932,0.03608568,77.31,2.0972,,,,,,1425179562.0
China,2020-02-05,3892.0,2623.7144,1.840971,0.04310234,77.31,1.9598,,,,,,1425179562.0
China,2020-02-06,3697.0,2903.4285,2.037237,0.046309955,77.31,1.7282,,,,,,1425179562.0
China,2020-02-07,3151.0,3070.1428,2.1542149,0.050620187,77.31,1.6013,,,,,,1425179562.0
China,2020-02-08,3387.0,3253.8572,2.2831209,0.054729946,77.31,1.4784,,,,,,1425179562.0
China,2020-02-09,2653.0,3262.8572,2.2894359,0.05452947,77.31,1.4028,,,,,,1425179562.0
China,2020-02-10,2984.0,3285.2856,2.3051732,0.058839705,75.46,1.3927,,,,,,1425179562.0
China,2020-02-11,2473.0,3176.7144,2.2289922,0.062247794,75.46,1.4072,,,,,,1425179562.0
China,2020-02-12,2022.0,2909.5715,2.0415473,0.05553185,75.46,1.5778,,,,,,1425179562.0
China,2020-02-13,15152.0,4546.0,3.1897736,0.073775165,75.46,1.8161,,,,,,1425179562.0
China,2020-02-14,4050.0,4674.4287,3.2798874,0.08049111,75.46,1.5244,,,,,,1425179562.0
China,2020-02-15,2644.0,4568.2856,3.2054107,0.0860042,75.46,1.1961,,,,,,1425179562.0
China,2020-02-16,2008.0,4476.143,3.140757,0.08640515,75.46,0.9488,,,,,,1425179562.0
China,2020-02-17,2051.0,4342.857,3.047235,0.08550301,75.46,0.7806,,,,,,1425179562.0
China,2020-02-18,1893.0,4260.0,2.989097,0.089412294,75.46,0.6259,,,,,,1425179562.0
China,2020-02-19,1750.0,4221.143,2.9618323,0.100237995,75.46,0.5305,,,,,,1425179562.0
China,2020-02-20,397.0,2113.2856,1.4828206,0.08720706,75.46,0.412,,,,,,1425179562.0
China,2020-02-21,893.0,1662.2858,1.1663693,0.07197088,75.46,0.3867,,,,,,1425179562.0
China,2020-02-22,825.0,1402.4286,0.9840364,0.07828587,75.46,0.367,,,,,,1425179562.0
China,2020-02-23,649.0,1208.2858,0.84781295,0.0680616,75.46,0.3063,,,,,,1425179562.0
China,2020-02-24,220.0,946.7143,0.6642772,0.07327397,75.46,0.2978,,,,,,1425179562.0
China,2020-02-25,517.0,750.1429,0.5263497,0.06635755,81.02,0.299,,,,,,1425179562.0
China,2020-02-26,411.0,558.8571,0.39213103,0.060243037,81.02,0.3242,,,,,,1425179562.0
China,2020-02-27,440.0,565.0,0.39644128,0.050920904,81.02,0.3018,,,,,,1425179562.0
China,2020-02-28,329.0,484.42856,0.33990705,0.055331375,81.02,0.3141,,,,,,1425179562.0
China,2020-02-29,430.0,428.0,0.30031303,0.03949377,81.02,0.3229,,,,,,1425179562.0
China,2020-03-01,579.0,418.0,0.29329637,0.042801626,81.02,0.3145,,,,,,1425179562.0
China,2020-03-02,206.0,416.0,0.29189304,0.03197592,81.02,0.285,,,,,,1425179562.0
China,2020-03-03,128.0,360.42856,0.25290045,0.028267115,81.02,0.2524,,,,,,1425179562.0
China,2020-03-04,120.0,318.85715,0.2237312,0.026663307,81.02,0.2448,,,,,,1425179562.0
China,2020-03-05,143.0,276.42856,0.19396052,0.02696402,81.02,0.2158,,,,,,1425179562.0
China,2020-03-06,145.0,250.14285,0.17551672,0.025460452,81.02,0.2048,,,,,,1425179562.0
China,2020-03-07,103.0,203.42857,0.14273891,0.023555929,81.02,0.1836,,,,,,1425179562.0
China,2020-03-08,46.0,127.28571,0.089312054,0.022854263,81.02,0.161,,,,,,1425179562.0
China,2020-03-09,45.0,104.28571,0.07317374,0.020949742,81.02,0.1572,,,,,,1425179562.0
China,2020-03-10,20.0,88.85714,0.062348034,0.019245695,81.02,0.1515,,,,,,1425179562.0
China,2020-03-11,31.0,76.14286,0.05342685,0.017842364,81.02,0.1601,,,,,,1425179562.0
China,2020-03-12,25.0,59.285713,0.041598767,0.015737366,81.02,0.1525,,,,,,1425179562.0
China,2020-03-13,11.0,40.142857,0.028166877,0.013632367,81.02,0.1709,,,,,,1425179562.0
China,2020-03-14,30.0,29.714285,0.020849504,0.012128797,81.02,0.2111,,,,,,1425179562.0
China,2020-03-15,27.0,27.0,0.01894498,0.010324514,81.02,0.247,,,,,,1425179562.0
China,2020-03-16,29.0,24.714285,0.017341174,0.009422371,79.17,0.3094,,,,,,1425179562.0
China,2020-03-17,40.0,27.571428,0.019345934,0.009121657,79.17,0.3785,,,,,,1425179562.0
China,2020-03-18,34.0,28.0,0.019646646,0.008019039,79.17,0.4715,,,,,,1425179562.0
China,2020-03-19,86.0,36.714287,0.025761165,0.0077183256,79.17,0.5575,,,,,,1425179562.0
China,2020-03-20,63.0,44.142857,0.03097354,0.007417612,79.17,0.6567,,,,,,1425179562.0
China,2020-03-21,116.0,56.42857,0.03959401,0.006715946,79.17,0.7318,,,,,,1425179562.0
China,2020-03-22,82.0,64.28571,0.045107096,0.006314994,79.17,0.8138,,,,,,1425179562.0
China,2020-03-23,103.0,74.85714,0.05252471,0.0058138035,79.17,0.84,,,,,,1425179562.0
China,2020-03-24,146.0,90.0,0.06314994,0.005212376,79.17,0.8845,,,,,,1425179562.0
China,2020-03-25,101.0,99.57143,0.06986588,0.00451071,79.17,0.9085,,,,,,1425179562.0
China,2020-03-26,113.0,103.42857,0.072572306,0.004310234,81.94,0.9371,,,,,,1425179562.0
China,2020-03-27,117.0,111.14286,0.07798516,0.004310234,81.94,0.9137,,,,,,1425179562.0
China,2020-03-28,135.0,113.85714,0.079889685,0.0040095197,73.61,0.8958,,,,,,1425179562.0
China,2020-03-29,128.0,120.42857,0.08450063,0.003909282,73.61,0.8547,,,,,,1425179562.0
China,2020-03-30,106.0,120.85714,0.084801346,0.0034080918,73.61,0.8105,,,,,,1425179562.0
China,2020-03-31,98.0,114.0,0.07998992,0.0031073778,73.61,0.7522,,,,,,1425179562.0
China,2020-04-01,86.0,111.85714,0.07848635,0.0034080918,73.61,0.6935,,,,,,1425179562.0
China,2020-04-02,93.0,109.0,0.07648159,0.0034080918,73.61,0.6295,,,,,,1425179562.0
China,2020-04-03,78.0,103.42857,0.072572306,0.0033078538,69.91,0.5894,,,,,,1425179562.0
China,2020-04-04,73.0,94.57143,0.06635755,0.0034080918,69.91,0.5833,,,,,,1425179562.0
China,2020-04-05,55.0,84.14286,0.05904018,0.0032076158,69.91,0.5878,,,,,,1425179562.0
China,2020-04-06,75.0,79.71429,0.0559328,0.0030071398,69.91,0.6245,,,,,,1425179562.0
China,2020-04-07,67.0,75.28571,0.052825425,0.002606188,69.91,0.6519,,,,,,1425179562.0
China,2020-04-08,85.0,75.14286,0.052725185,0.0021049979,56.94,0.7023,,,,,,1425179562.0
China,2020-04-09,92.0,75.0,0.05262495,0.0017040459,56.94,0.6909,,,,,,1425179562.0
China,2020-04-10,56.0,71.85714,0.05041971,0.001403332,56.94,0.6774,,,,,,1425179562.0
China,2020-04-11,64.0,70.57143,0.04951757,0.001403332,56.94,0.7198,,,,,,1425179562.0
China,2020-04-12,113.0,78.85714,0.055331375,0.001102618,56.94,0.7654,,,,,,1425179562.0
China,2020-04-13,115.0,84.57143,0.059340894,0.001102618,56.94,0.7837,,,,,,1425179562.0
China,2020-04-14,99.0,89.14286,0.06254851,0.001102618,56.94,0.8111,,,,,,1425179562.0
China,2020-04-15,49.0,84.0,0.05893994,0.0010023799,56.94,0.8641,,,,,,1425179562.0
China,2020-04-16,52.0,78.28571,0.054930422,0.00080190395,56.94,0.9337,,,,,,1425179562.0
China,2020-04-17,27.0,74.14286,0.05202352,0.000701666,56.94,1.0027,,,,,,1425179562.0
China,2020-04-18,356.0,115.85714,0.08129302,0.12960772,56.94,0.8437,,,,,,1425179562.0
China,2020-04-19,21.0,102.71429,0.07207112,0.12960772,56.94,0.7181,,,,,,1425179562.0
China,2020-04-20,36.0,91.42857,0.064152315,0.12940726,56.94,0.645,,,,,,1425179562.0
China,2020-04-21,13.0,79.14286,0.05553185,0.12940726,56.94,0.5965,,,,,,1425179562.0
China,2020-04-22,37.0,77.42857,0.054328993,0.12930702,56.94,0.5527,,,,,,1425179562.0
China,2020-04-23,15.0,72.14286,0.050620187,0.12930702,56.94,0.5101,,,,,,1425179562.0
China,2020-04-24,9.0,69.57143,0.048815902,0.12930702,56.94,0.4748,,,,,,1425179562.0
China,2020-04-25,13.0,20.571428,0.0144342715,0.0,56.94,0.476,,,,,,1425179562.0
China,2020-04-26,14.0,19.571428,0.013732606,0.0,56.94,0.4734,,,,,,1425179562.0
China,2020-04-27,3.0,14.857142,0.010424752,0.000100237994,56.94,0.5024,,,,,,1425179562.0
China,2020-04-28,6.0,13.857142,0.009723086,0.000100237994,56.94,0.5383,,,,,,1425179562.0
China,2020-04-29,22.0,11.714286,0.008219516,0.000100237994,56.94,0.5311,,,,,,1425179562.0
China,2020-04-30,4.0,10.142858,0.0071168975,0.000100237994,56.94,0.5239,,,,,,1425179562.0
China,2020-05-01,12.0,10.571428,0.007417612,0.000100237994,56.94,0.4876,,,,,,1425179562.0
China,2020-05-02,3.0,9.142858,0.0064152316,0.000100237994,56.94,0.4877,,,,,,1425179562.0
China,2020-05-03,5.0,7.857143,0.0055130897,0.000100237994,56.94,0.5224,,,,,,1425179562.0
China,2020-05-04,7.0,8.428572,0.005914042,0.0,56.94,0.5589,,,,,,1425179562.0
China,2020-05-05,4.0,8.142858,0.0057135657,0.0,56.94,0.5947,,,,,,1425179562.0
China,2020-05-06,2.0,5.285714,0.003708806,0.0,56.94,0.6283,,,,,,1425179562.0
China,2020-05-07,3.0,5.142857,0.0036085679,0.0,56.94,0.6428,,,,,,1425179562.0
China,2020-05-08,6.0,4.285714,0.0030071398,0.0,56.94,0.6863,,,,,,1425179562.0
China,2020-05-09,1.0,4.0,0.002806664,0.0,56.94,0.7558,,,,,,1425179562.0
China,2020-05-10,14.0,5.285714,0.003708806,0.0,81.94,0.7813,,,,,,1425179562.0
China,2020-05-11,20.0,7.142857,0.0050119,0.0,81.94,0.7496,,,,,,1425179562.0
China,2020-05-12,1.0,6.714286,0.0047111856,0.000100237994,81.94,0.7758,,,,,,1425179562.0
China,2020-05-13,7.0,7.428571,0.005212376,0.000100237994,81.94,0.793,,,,,,1425179562.0
China,2020-05-14,6.0,7.857143,0.0055130897,0.000100237994,81.94,0.8178,,,,,,1425179562.0
China,2020-05-15,5.0,7.714286,0.005412852,0.000100237994,81.94,0.8582,,,,,,1425179562.0
China,2020-05-16,9.0,8.857142,0.0062147556,0.000100237994,81.94,0.902,,,,,,1425179562.0
China,2020-05-17,6.0,7.714286,0.005412852,0.00020047599,81.94,0.9579,,,,,,1425179562.0
China,2020-05-18,10.0,6.285714,0.004410472,0.00020047599,81.94,1.03,,,,,,1425179562.0
China,2020-05-19,6.0,7.0,0.0049116616,0.000100237994,81.94,1.0759,,,,,,1425179562.0
China,2020-05-20,5.0,6.714286,0.0047111856,0.000100237994,81.94,1.1617,,,,,,1425179562.0
China,2020-05-21,2.0,6.142857,0.004310234,0.000100237994,81.94,1.2753,,,,,,1425179562.0
China,2020-05-22,13.0,7.285714,0.0051121376,0.000100237994,81.94,1.3133,,,,,,1425179562.0
China,2020-05-23,2.0,6.285714,0.004410472,0.000100237994,81.94,1.2744,,,,,,1425179562.0
China,2020-05-24,3.0,5.857143,0.004109758,0.0,81.94,1.2546,,,,,,1425179562.0
China,2020-05-25,11.0,6.0,0.0042099957,0.0,81.94,1.1937,,,,,,1425179562.0
China,2020-05-26,7.0,6.142857,0.004310234,0.0,81.94,1.092,,,,,,1425179562.0
China,2020-05-27,1.0,5.571429,0.003909282,0.0,81.94,1.004,,,,,,1425179562.0
China,2020-05-28,3.0,5.714286,0.0040095197,0.0,81.94,0.8967,,,,,,1425179562.0
China,2020-05-29,0.0,3.857143,0.002706426,0.0,81.94,0.8091,,,,,,1425179562.0
China,2020-05-30,18.0,6.142857,0.004310234,0.0,81.94,0.7243,,,,,,1425179562.0
China,2020-05-31,5.0,6.428571,0.00451071,0.0,81.94,0.7127,,,,,,1425179562.0
China,2020-06-01,18.0,7.428571,0.005212376,0.0,81.94,0.7039,,,,,,1425179562.0
China,2020-06-02,9.0,7.714286,0.005412852,0.0,81.94,0.6756,,,,,,1425179562.0
China,2020-06-03,5.0,8.285714,0.0058138035,0.0,78.24,0.6522,,,,,,1425179562.0
China,2020-06-04,1.0,8.0,0.005613328,0.0,78.24,0.6708,,,,,,1425179562.0
China,2020-06-05,11.0,9.571428,0.006715946,0.0,78.24,0.682,,,,,,1425179562.0
China,2020-06-06,6.0,7.857143,0.0055130897,0.0,78.24,0.7024,,,,,,1425179562.0
China,2020-06-07,9.0,8.428572,0.005914042,0.0,78.24,0.7783,,,,,,1425179562.0
China,2020-06-08,5.0,6.571429,0.004610948,0.0,78.24,0.8953,,,,,,1425179562.0
China,2020-06-09,4.0,5.857143,0.004109758,0.0,78.24,1.0859,,,,,,1425179562.0
China,2020-06-10,3.0,5.571429,0.003909282,0.0,78.24,1.215,,,,,,1425179562.0
China,2020-06-11,11.0,7.0,0.0049116616,0.0,78.24,1.3468,,,,,,1425179562.0
China,2020-06-12,7.0,6.428571,0.00451071,0.0,78.24,1.5653,,,,,,1425179562.0
China,2020-06-13,12.0,7.285714,0.0051121376,0.0,78.24,1.8368,,,,,,1425179562.0
China,2020-06-14,58.0,14.285714,0.0100238,0.0,78.24,1.8468,,,,,,1425179562.0
China,2020-06-15,49.0,20.571428,0.0144342715,0.0,78.24,1.7572,,,,,,1425179562.0
China,2020-06-16,45.0,26.428572,0.01854403,0.0,78.24,1.6137,,,,,,1425179562.0
China,2020-06-17,44.0,32.285713,0.022653786,0.0,78.24,1.467,,,,,,1425179562.0
China,2020-06-18,36.0,35.857143,0.025159737,0.0,78.24,1.3346,,,,,,1425179562.0
China,2020-06-19,37.0,40.142857,0.028166877,0.0,78.24,1.2119,,,,,,1425179562.0
China,2020-06-20,30.0,42.714287,0.02997116,0.0,78.24,1.1757,,,,,,1425179562.0
China,2020-06-21,27.0,38.285713,0.026863784,0.000100237994,78.24,1.107,,,,,,1425179562.0
China,2020-06-22,21.0,34.285713,0.024057118,0.000100237994,78.24,1.0909,,,,,,1425179562.0
China,2020-06-23,52.0,35.285713,0.024758784,0.000100237994,78.24,1.02,,,,,,1425179562.0
China,2020-06-24,28.0,33.0,0.023154978,0.00020047599,78.24,0.9472,,,,,,1425179562.0
China,2020-06-25,21.0,30.857143,0.021651408,0.00020047599,78.24,0.903,,,,,,1425179562.0
China,2020-06-26,29.0,29.714285,0.020849504,0.000300714,78.24,0.8664,,,,,,1425179562.0
China,2020-06-27,24.0,28.857143,0.020248076,0.000300714,78.24,0.803,,,,,,1425179562.0
China,2020-06-28,18.0,27.571428,0.019345934,0.00020047599,78.24,0.7795,,,,,,1425179562.0
China,2020-06-29,14.0,26.571428,0.018644268,0.00020047599,78.24,0.7808,,,,,,1425179562.0
China,2020-06-30,23.0,22.428572,0.015737366,0.00020047599,78.24,0.7866,,,,,,1425179562.0
China,2020-07-01,5.0,19.142857,0.013431892,0.000100237994,78.24,0.8481,0.0011759183,85039.92,,,,1425179562.0
China,2020-07-02,31.0,20.571428,0.0144342715,0.000100237994,78.24,0.8484,0.0012197959,82087.15,,,,1425179562.0
China,2020-07-03,15.0,18.571428,0.01303094,0.0,78.24,0.8829,0.0011934694,83943.61,,,,1425179562.0
China,2020-07-04,9.0,16.428572,0.01152737,0.0,78.24,0.9433,0.0011473979,87730.2,,,,1425179562.0
China,2020-07-05,19.0,16.571428,0.011627607,0.0,78.24,1.0378,0.0011215102,89831.31,,,,1425179562.0
China,2020-07-06,14.0,16.571428,0.011627607,0.0,78.24,1.1684,0.0011042517,91232.055,,,,1425179562.0
China,2020-07-07,25.0,16.857143,0.011828084,0.0,78.24,1.2999,0.0010944315,91994.73,,,,1425179562.0
China,2020-07-08,21.0,19.142857,0.013431892,0.0,78.24,1.3697,0.0010944315,91994.73,,,,1425179562.0
China,2020-07-09,33.0,19.428572,0.013632367,0.0,78.24,1.4051,0.0010844023,92659.73,,,,1425179562.0
China,2020-07-10,46.0,23.857143,0.016739745,0.0,78.24,1.4154,0.0011307872,89885.305,,,,1425179562.0
China,2020-07-11,42.0,28.571428,0.0200476,0.0,78.24,1.4139,0.0012373469,83869.13,,,,1425179562.0
China,2020-07-12,35.0,30.857143,0.021651408,0.0,78.24,1.4379,0.0013627113,77372.055,,,,1425179562.0
China,2020-07-13,46.0,35.42857,0.024859022,0.0,78.24,1.479,0.0015281924,69902.516,,,,1425179562.0
China,2020-07-14,55.0,39.714287,0.027866162,0.000100237994,78.24,1.5101,0.0017287754,61962.473,,,,1425179562.0
China,2020-07-15,54.0,44.42857,0.031174017,0.000100237994,78.24,1.5231,0.0019506705,55048.34,,,,1425179562.0
China,2020-07-16,20.0,42.57143,0.029870924,0.000300714,78.24,1.6333,0.002153761,48541.21,,,,1425179562.0
China,2020-07-17,78.0,47.142857,0.03307854,0.000300714,78.24,1.7032,0.0023581048,43726.316,,,,1425179562.0
China,2020-07-18,82.0,52.857143,0.03708806,0.00040095198,78.24,1.7469,0.0025712245,39986.53,,,,1425179562.0
China,2020-07-19,80.0,59.285713,0.041598767,0.00050118996,78.24,1.7939,0.0028206997,36372.594,,,,1425179562.0
China,2020-07-20,131.0,71.42857,0.050118998,0.00050118996,78.24,1.7244,0.003136618,33064.266,,,,1425179562.0
China,2020-07-21,84.0,75.57143,0.0530259,0.00040095198,78.24,1.7043,0.0034512826,30285.812,,,,1425179562.0
China,2020-07-22,74.0,78.42857,0.05503066,0.000601428,78.24,1.7508,0.0037496502,28016.607,,,,1425179562.0
China,2020-07-23,135.0,94.85714,0.066558026,0.00040095198,78.24,1.7405,0.0042084837,25005.5,,,,1425179562.0
China,2020-07-24,139.0,103.57143,0.072672546,0.00050118996,78.24,1.7423,0.0047036735,22317.838,,,,1425179562.0
China,2020-07-25,160.0,114.71429,0.08049111,0.00050118996,78.24,1.7033,0.0052465014,19945.371,,,,1425179562.0
China,2020-07-26,179.0,128.85715,0.09041467,0.000601428,78.24,1.6239,0.005857026,17827.479,,,,1425179562.0
China,2020-07-27,189.0,137.14285,0.09622847,0.000601428,78.24,1.5468,0.0064337025,16267.4,,,,1425179562.0
China,2020-07-28,217.0,156.14285,0.10956013,0.0010023799,78.24,1.4631,0.007140758,14679.465,,,,1425179562.0
China,2020-07-29,212.0,175.85715,0.12339297,0.00090214197,78.24,1.3692,0.007995743,13036.669,,,,1425179562.0
China,2020-07-30,223.0,188.42857,0.13221392,0.0010023799,78.24,1.2793,0.00881688,11819.199,,,,1425179562.0
China,2020-07-31,276.0,208.0,0.14594652,0.0010023799,78.24,1.1522,0.009733294,10691.879,,,,1425179562.0
China,2020-08-01,166.0,208.85715,0.14654794,0.001102618,78.24,1.059,0.010559446,9778.076,,,,1425179562.0
China,2020-08-02,180.0,209.0,0.14664818,0.0015035699,78.24,0.9779,0.01126274,9086.0205,,,,1425179562.0
China,2020-08-03,158.0,204.57143,0.14354081,0.0018042839,78.24,0.9257,0.01185446,8527.09,,,,1425179562.0
China,2020-08-04,114.0,189.85715,0.13321629,0.0015035699,78.24,0.9112,0.01215032,8262.608,,,,1425179562.0
China,2020-08-05,108.0,175.0,0.12279154,0.001904522,78.24,0.8967,0.012142799,8269.085,,,,1425179562.0
China,2020-08-06,122.0,160.57143,0.11266751,0.001904522,78.24,0.8689,0.011898338,8483.203,,,,1425179562.0
China,2020-08-07,133.0,140.14285,0.09833347,0.0021049979,78.24,0.8435,0.010644171,10938.374,,,,1425179562.0
China,2020-08-08,120.0,133.57143,0.09372253,0.0020047599,78.24,0.8082,0.0091658365,15581.885,,,,1425179562.0
China,2020-08-09,92.0,121.0,0.08490158,0.001403332,78.24,0.794,0.007569843,23040.861,,,,1425179562.0
China,2020-08-10,121.0,115.71429,0.08119278,0.0016038079,78.24,0.7948,0.005955531,33185.12,,,,1425179562.0
China,2020-08-11,113.0,115.57143,0.08109254,0.0018042839,78.24,0.7819,0.004439324,45575.918,,,,1425179562.0
China,2020-08-12,61.0,108.85714,0.076381356,0.0016038079,78.24,0.7905,0.0030242302,61166.363,,,,1425179562.0
China,2020-08-13,82.0,103.14286,0.07237183,0.0020047599,78.24,0.7846,0.0017148951,80175.086,,,,1425179562.0
China,2020-08-14,99.0,98.28571,0.068963744,0.0020047599,78.24,0.7681,0.0012388192,98069.85,,,,1425179562.0
China,2020-08-15,70.0,91.14286,0.06395184,0.0020047599,78.24,0.7467,0.0009724801,115463.305,,,,1425179562.0
China,2020-08-16,66.0,87.42857,0.06134565,0.002205236,78.24,0.7347,0.0008189543,131025.57,,,,1425179562.0
China,2020-08-17,98.0,84.14286,0.05904018,0.0017040459,78.24,0.7258,0.000719432,144820.88,,,,1425179562.0
China,2020-08-18,67.0,77.57143,0.054429233,0.001403332,78.24,0.7053,0.0006445731,158405.88,,,,1425179562.0
China,2020-08-19,54.0,76.57143,0.053727567,0.001303094,78.24,0.6816,0.00059801375,169042.47,,,,1425179562.0
China,2020-08-20,33.0,69.57143,0.048815902,0.00090214197,78.24,0.6699,0.000565543,178913.94,,,,1425179562.0
China,2020-08-21,40.0,61.142857,0.042901862,0.00090214197,78.24,0.6724,0.000529618,191955.25,,,,1425179562.0
China,2020-08-22,50.0,58.285713,0.0408971,0.00080190395,78.24,0.6627,0.00049783813,205005.75,,,,1425179562.0
China,2020-08-23,38.0,54.285713,0.038090438,0.000701666,78.24,0.6356,0.00046578192,219740.16,,,,1425179562.0
China,2020-08-24,41.0,46.142857,0.032376874,0.00080190395,78.24,0.6369,0.00042902786,240391.3,,,,1425179562.0
China,2020-08-25,23.0,39.857143,0.0279664,0.00080190395,78.24,0.6527,0.00039255014,266129.6,,,,1425179562.0
China,2020-08-26,34.0,37.0,0.025961641,0.000701666,78.24,0.655,0.00035427616,295600.62,,,,1425179562.0
China,2020-08-27,32.0,36.857143,0.025861403,0.000701666,78.24,0.6506,0.00032263447,322520.12,,,,1425179562.0
China,2020-08-28,30.0,35.42857,0.024859022,0.000601428,78.24,0.6462,0.0002977633,347567.2,,,,1425179562.0
China,2020-08-29,22.0,31.428572,0.022052359,0.00090214197,78.24,0.6502,0.00027178673,378502.53,,,,1425179562.0
China,2020-08-30,28.0,30.0,0.021049978,0.001102618,78.24,0.6627,0.0002482973,409967.4,,,,1425179562.0
China,2020-08-31,32.0,28.714285,0.020147838,0.001102618,78.24,0.7161,0.00023144015,437722.4,,,,1425179562.0
China,2020-09-01,19.0,28.142857,0.019746885,0.001202856,78.24,0.7766,0.00022010994,459757.94,,,,1425179562.0
China,2020-09-02,20.0,26.142857,0.018343553,0.001202856,55.09,0.7966,0.00020960878,483441.28,,,,1425179562.0
China,2020-09-03,20.0,24.428572,0.017140698,0.001403332,55.09,0.7984,0.00019758771,512567.47,,,,1425179562.0
China,2020-09-04,33.0,24.857143,0.01744141,0.001303094,46.76,0.8008,0.0001873629,537896.06,,,,1425179562.0
China,2020-09-05,23.0,25.0,0.017541649,0.0010023799,46.76,0.7816,0.0001811451,555159.6,,,,1425179562.0
China,2020-09-06,19.0,23.714285,0.016639506,0.000701666,46.76,0.7869,0.00017506548,573802.2,,,,1425179562.0
China,2020-09-07,34.0,24.0,0.016839983,0.00080190395,46.76,0.8006,0.00017050577,588236.25,,,,1425179562.0
China,2020-09-08,22.0,24.428572,0.017140698,0.00090214197,46.76,0.8221,0.00016691326,599635.9,,,,1425179562.0
China,2020-09-09,9.0,22.857143,0.016038079,0.00090214197,46.76,0.8749,0.00016373527,611238.0,,,,1425179562.0
China,2020-09-10,13.0,21.857143,0.015336413,0.000601428,46.76,0.951,0.00016124816,621399.7,,,,1425179562.0
China,2020-09-11,28.0,21.142857,0.014835224,0.00050118996,46.76,1.0181,0.00015765565,636311.9,,,,1425179562.0
China,2020-09-12,20.0,20.714285,0.01453451,0.00050118996,46.76,1.0793,0.00015351045,653773.94,,,,1425179562.0
China,2020-09-13,23.0,21.285715,0.014935462,0.000601428,46.76,1.1635,0.00015116151,663925.56,,,,1425179562.0
China,2020-09-14,29.0,20.571428,0.0144342715,0.00040095198,46.76,1.1106,0.00014784535,678578.3,,,,1425179562.0
China,2020-09-15,23.0,20.714285,0.01453451,0.000300714,81.94,1.0399,0.00014425284,694066.1,,,,1425179562.0
China,2020-09-16,16.0,21.714285,0.015236176,0.000300714,81.94,1.025,0.00014314747,698924.6,,,,1425179562.0
China,2020-09-17,19.0,22.571428,0.015837604,0.000300714,81.94,1.0233,0.00014383832,695869.75,,,,1425179562.0
