country,date,new_cases,new_cases_smoothed,new_cases_smoothed_per_million,new_deaths_smoothed_per_million,stringency_index,reproduction_rate,positive_rate,tests_per_case,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,population
China,2023-03-03,14178.0,12235.0,8.584883,0.031274255,,,,,,,,1425179562.0
China,2023-03-04,0.0,12235.0,8.584883,0.045708526,,,,,,,,1425179562.0
China,2023-03-05,97.0,12112.857,8.49918,0.03608568,,,,,,,,1425179562.0
China,2023-03-06,35543.0,11455.286,8.037785,0.036286153,,,,,,,,1425179562.0
China,2023-03-07,7127.0,11353.857,7.966615,0.035083298,,,,,,,,1425179562.0
China,2023-03-08,11079.0,11477.143,8.053121,0.03608568,,,,,,,,1425179562.0
China,2023-03-09,11092.0,11302.286,7.9304295,0.03758925,,,,,,,,1425179562.0
China,2023-03-10,9634.0,10653.143,7.474948,0.03758925,,,,,,,,1425179562.0
China,2023-03-11,0.0,10653.143,7.474948,0.033379253,,,,,,,,1425179562.0
China,2023-03-12,17793.0,13181.143,9.248759,0.0329783,,,,,,,,1425179562.0
China,2023-03-13,9123.0,9406.857,6.6004715,0.032176398,,,,,,,,1425179562.0
China,2023-03-14,6597.0,9331.143,6.5473456,0.03157497,,,,,,,,1425179562.0
China,2023-03-15,10134.0,9196.143,6.4526205,0.03187568,,,,,,,,1425179562.0
China,2023-03-16,10233.0,9073.429,6.366516,0.03057259,,,,,,,,1425179562.0
China,2023-03-17,9094.0,8996.286,6.3123875,0.03057259,,,,,,,,1425179562.0
China,2023-03-18,0.0,8996.286,6.3123875,0.0279664,,,,,,,,1425179562.0
China,2023-03-19,20120.0,9328.714,6.5456414,0.026563069,,,,,,,,1425179562.0
China,2023-03-20,4867.0,8720.714,6.1190286,0.022754025,,,,,,,,1425179562.0
China,2023-03-21,5579.0,8575.286,6.0169864,0.024859022,,,,,,,,1425179562.0
China,2023-03-22,2690.0,7511.857,5.2708144,0.02345569,,,,,,,,1425179562.0
China,2023-03-23,296.0,6092.2856,4.2747498,0.023756405,,,,,,,,1425179562.0
China,2023-03-24,109.0,4808.7144,3.3741112,0.023756405,,,,,,,,1425179562.0
China,2023-03-25,0.0,4808.7144,3.3741112,0.016238555,,,,,,,,1425179562.0
China,2023-03-26,61.0,1943.1428,1.3634372,0.011928322,,,,,,,,1425179562.0
China,2023-03-27,654.0,1341.2858,0.9411345,0.012028559,,,,,,,,1425179562.0
China,2023-03-28,39.0,549.8571,0.38581604,0.0071168975,,,,,,,,1425179562.0
China,2023-03-29,51.0,172.85715,0.12128797,0.004310234,,,,,,,,1425179562.0
China,2023-03-30,67.0,140.14285,0.09833347,0.000300714,,,,,,,,1425179562.0
China,2023-03-31,61.0,133.28572,0.09352205,0.000300714,,,,,,,,1425179562.0
China,2023-04-01,0.0,133.28572,0.09352205,0.00020047599,,,,,,,,1425179562.0
China,2023-04-02,188.0,151.42857,0.106252275,0.000300714,,,,,,,,1425179562.0
China,2023-04-03,674.0,154.28572,0.10825703,0.00020047599,,,,,,,,1425179562.0
China,2023-04-04,79.0,160.0,0.112266555,0.00020047599,,,,,,,,1425179562.0
China,2023-04-05,105.0,167.71428,0.11767941,0.000100237994,,,,,,,,1425179562.0
China,2023-04-06,0.0,158.14285,0.110963464,0.000100237994,,,,,,,,1425179562.0
China,2023-04-07,0.0,149.42857,0.10484894,0.000100237994,,,,,,,,1425179562.0
China,2023-04-08,0.0,149.42857,0.10484894,0.000701666,,,,,,,,1425179562.0
China,2023-04-09,370.0,175.42857,0.12309226,0.00080190395,,,,,,,,1425179562.0
China,2023-04-10,695.0,178.42857,0.12519726,0.00090214197,,,,,,,,1425179562.0
China,2023-04-11,95.0,180.71428,0.12680106,0.00090214197,,,,,,,,1425179562.0
China,2023-04-12,125.0,183.57143,0.12880583,0.001102618,,,,,,,,1425179562.0
China,2023-04-13,178.0,209.0,0.14664818,0.001202856,,,,,,,,1425179562.0
China,2023-04-14,196.0,237.0,0.16629483,0.001202856,,,,,,,,1425179562.0
China,2023-04-15,0.0,237.0,0.16629483,0.000701666,,,,,,,,1425179562.0
China,2023-04-16,410.0,242.71428,0.17030436,0.000701666,,,,,,,,1425179562.0
China,2023-04-17,823.0,261.0,0.18313482,0.00090214197,,,,,,,,1425179562.0
China,2023-04-18,196.0,275.42856,0.19325885,0.0010023799,,,,,,,,1425179562.0
China,2023-04-19,218.0,288.7143,0.20258099,0.00090214197,,,,,,,,1425179562.0
China,2023-04-20,234.0,296.7143,0.20819432,0.00090214197,,,,,92.48145,90.12756,58.523163,1425179562.0
China,2023-04-21,227.0,301.14285,0.2113017,0.00090214197,,,,,,,,1425179562.0
China,2023-04-22,0.0,301.14285,0.2113017,0.001202856,,,,,,,,1425179562.0
China,2023-04-23,508.0,315.14285,0.22112502,0.001102618,,,,,,,,1425179562.0
China,2023-04-24,966.0,335.57144,0.23545904,0.001904522,,,,,,,,1425179562.0
China,2023-04-25,259.0,344.57144,0.24177405,0.0021049979,,,,,,,,1425179562.0
China,2023-04-26,336.0,361.42856,0.25360212,0.002305474,,,,,,,,1425179562.0
China,2023-04-27,373.0,381.2857,0.2675352,0.00250595,,,,,,,,1425179562.0
China,2023-04-28,389.0,404.42856,0.28377378,0.00250595,,,,,,,,1425179562.0
China,2023-04-29,0.0,404.42856,0.28377378,0.0036085679,,,,,,,,1425179562.0
China,2023-04-30,759.0,440.2857,0.3089335,0.003809044,,,,,,,,1425179562.0
China,2023-05-01,1202.0,474.0,0.33258966,0.0029069018,,,,,,,,1425179562.0
China,2023-05-02,332.0,484.42856,0.33990705,0.002806664,,,,,,,,1425179562.0
China,2023-05-03,388.0,491.85715,0.34511942,0.003708806,,,,,,,,1425179562.0
China,2023-05-04,435.0,500.7143,0.35133418,0.004109758,,,,,,,,1425179562.0
China,2023-05-05,462.0,511.14285,0.35865155,0.004109758,,,,,,,,1425179562.0
China,2023-05-06,0.0,511.14285,0.35865155,0.004610948,,,,,,,,1425179562.0
China,2023-05-07,917.0,533.7143,0.37448916,0.005412852,,,,,,,,1425179562.0
China,2023-05-08,1308.0,548.8571,0.38511437,0.005412852,,,,,,,,1425179562.0
China,2023-05-09,420.0,561.4286,0.39393532,0.006114518,,,,,,,,1425179562.0
China,2023-05-10,488.0,575.7143,0.40395913,0.005914042,,,,,,,,1425179562.0
China,2023-05-11,583.0,596.8571,0.41879433,0.0064152316,,,,,,,,1425179562.0
China,2023-05-12,572.0,612.5714,0.42982054,0.0064152316,,,,,,,,1425179562.0
China,2023-05-13,6.0,613.4286,0.43042195,0.0064152316,,,,,,,,1425179562.0
China,2023-05-14,1063.0,634.2857,0.4450567,0.0058138035,,,,,,,,1425179562.0
China,2023-05-15,1434.0,652.2857,0.4576867,0.006114518,,,,,,,,1425179562.0
China,2023-05-16,470.0,659.4286,0.46269858,0.006114518,,,,,,,,1425179562.0
China,2023-05-17,492.0,660.0,0.46309954,0.00651547,,,,,,,,1425179562.0
China,2023-05-18,485.0,646.0,0.45327622,0.00651547,,,,,,,,1425179562.0
China,2023-05-19,479.0,632.7143,0.44395408,0.00651547,,,,,,,,1425179562.0
China,2023-05-20,0.0,631.8571,0.44335267,0.006715946,,,,,,,,1425179562.0
China,2023-05-21,1077.0,633.8571,0.444756,0.0071168975,,,,,,,,1425179562.0
China,2023-05-22,1815.0,688.2857,0.48294666,0.007618088,,,,,,,,1425179562.0
China,2023-05-23,467.0,687.8571,0.48264596,0.008019039,,,,,,,,1425179562.0
China,2023-05-24,555.0,696.8571,0.48896095,0.008119278,,,,,,,,1425179562.0
China,2023-05-25,1223.0,802.2857,0.5629366,0.016739745,,,,,,,,1425179562.0
China,2023-05-26,1241.0,911.1429,0.6393179,0.016739745,,,,,,,,1425179562.0
China,2023-05-27,0.0,911.1429,0.6393179,0.016956927,,,,,,,,1425179562.0
China,2023-05-28,1165.0,923.7143,0.6481389,0.017892482,,,,,,,,1425179562.0
China,2023-05-29,2200.0,978.7143,0.6867305,0.016723039,,,,,,,,1425179562.0
China,2023-05-30,851.0,1033.5714,0.7252219,0.015202763,,,,,,,,1425179562.0
China,2023-05-31,0.0,954.2857,0.6695898,0.013565542,,,,,,,,1425179562.0
China,2023-06-01,520.0,853.8571,0.5991225,0.0021049979,,,,,,,,1425179562.0
China,2023-06-02,676.0,773.1429,0.54248804,0.0021049979,,,,,,,,1425179562.0
China,2023-06-03,417.0,832.7143,0.5842873,0.0018042839,,,,,,,,1425179562.0
China,2023-06-04,366.0,718.5714,0.5041971,0.000100237994,,,,,,,,1425179562.0
China,2023-06-05,1775.0,657.8571,0.46159598,0.000100237994,,,,,,,,1425179562.0
China,2023-06-06,152.0,558.0,0.39152962,0.000100237994,,,,,,,,1425179562.0
China,2023-06-07,411.0,616.7143,0.43272743,0.0,,,,,,,,1425179562.0
China,2023-06-08,727.0,646.2857,0.4534767,0.0,,,,,,,,1425179562.0
China,2023-06-09,214.0,580.2857,0.40716675,0.0,,,,,,,,1425179562.0
China,2023-06-10,450.0,585.0,0.4104746,0.0,,,,,,,,1425179562.0
China,2023-06-11,3227.0,993.7143,0.6972555,0.015436651,,,,,,,,1425179562.0
China,2023-06-12,1804.0,997.8571,0.7001624,0.015436651,,,,,,,,1425179562.0
China,2023-06-13,78.0,987.2857,0.6927448,0.015436651,,,,,,,,1425179562.0
China,2023-06-14,245.0,963.5714,0.67610526,0.015436651,,,,,,,,1425179562.0
China,2023-06-15,159.0,882.4286,0.6191701,0.015436651,,,,,,,,1425179562.0
China,2023-06-16,233.0,885.1429,0.6210746,0.015436651,,,,,,,,1425179562.0
China,2023-06-17,170.0,845.1429,0.593008,0.015436651,,,,,,,,1425179562.0
China,2023-06-18,1866.0,650.7143,0.45658407,0.0,,,,,,,,1425179562.0
China,2023-06-19,1793.0,649.1429,0.45548144,0.000100237994,,,,,,,,1425179562.0
China,2023-06-20,67.0,647.5714,0.45437884,0.000100237994,,,,,,,,1425179562.0
China,2023-06-21,202.0,641.4286,0.4500686,0.000100237994,,,,,,,,1425179562.0
China,2023-06-22,159.0,641.4286,0.4500686,0.000100237994,,,,,,,,1425179562.0
China,2023-06-23,116.0,624.7143,0.43834075,0.000100237994,,,,,,,,1425179562.0
China,2023-06-24,60.0,609.0,0.42731458,0.0075178496,,,,,,,,1425179562.0
China,2023-06-25,40.0,348.14285,0.24428,0.0075178496,,,,,,,,1425179562.0
China,2023-06-26,3275.0,559.8571,0.3928327,0.007417612,,,,,,,,1425179562.0
China,2023-06-27,47.0,557.0,0.39082795,0.007417612,,,,,,,,1425179562.0
China,2023-06-28,177.0,553.4286,0.388322,0.007417612,,,,,,,,1425179562.0
China,2023-06-29,115.0,547.1429,0.38391152,0.007417612,,,,,,,,1425179562.0
China,2023-06-30,104.0,545.4286,0.38270867,0.007417612,,,,,,,,1425179562.0
China,2023-07-01,81.0,548.4286,0.38481367,0.0,,,,,,,,1425179562.0
China,2023-07-02,79.0,554.0,0.38872296,0.00250595,,,,,,,,1425179562.0
China,2023-07-03,2583.0,455.14285,0.31935826,0.00250595,,,,,,,,1425179562.0
China,2023-07-04,124.0,466.14285,0.32707658,0.00250595,,,,,,,,1425179562.0
China,2023-07-05,0.0,440.85715,0.30933446,0.00250595,,,,,,,,1425179562.0
China,2023-07-06,0.0,424.42856,0.2978071,0.00250595,,,,,,,,1425179562.0
China,2023-07-07,0.0,409.57144,0.28738233,0.00250595,,,,,,,,1425179562.0
China,2023-07-08,0.0,398.0,0.27926305,0.00250595,,,,,,,,1425179562.0
China,2023-07-09,26.0,390.42856,0.27395043,0.00250595,,,,,,,,1425179562.0
China,2023-07-10,2460.0,372.85715,0.26162118,0.00250595,,,,,,,,1425179562.0
China,2023-07-11,28.0,359.14285,0.25199834,0.00250595,,,,,,,,1425179562.0
China,2023-07-12,111.0,375.0,0.26312473,0.00250595,,,,,,,,1425179562.0
China,2023-07-13,67.0,384.57144,0.2698407,0.00250595,,,,,,,,1425179562.0
China,2023-07-14,0.0,384.57144,0.2698407,0.00250595,,,,,,,,1425179562.0
China,2023-07-15,0.0,384.57144,0.2698407,0.00250595,,,,,,,,1425179562.0
China,2023-07-16,0.0,380.85715,0.2672345,0.0021049979,,,,,,,,1425179562.0
China,2023-07-17,1944.0,307.14285,0.2155117,0.0021049979,,,,,,,,1425179562.0
China,2023-07-18,21.0,306.14285,0.21481003,0.0021049979,,,,,,,,1425179562.0
China,2023-07-19,18.0,292.85715,0.20548789,0.0021049979,,,,,,,,1425179562.0
China,2023-07-20,80.0,294.7143,0.20679098,0.0021049979,,,,,,,,1425179562.0
China,2023-07-21,61.0,303.42856,0.2129055,0.0021049979,,,,,,,,1425179562.0
China,2023-07-22,321.0,349.2857,0.2450819,0.0021049979,,,,,,,,1425179562.0
China,2023-07-23,0.0,349.2857,0.2450819,0.0,,,,,,,,1425179562.0
China,2023-07-24,1644.0,306.42856,0.2150105,0.0,,,,,,,,1425179562.0
China,2023-07-25,0.0,303.42856,0.2129055,0.0,,,,,,,,1425179562.0
China,2023-07-26,0.0,300.85715,0.21110122,0.0,,,,,,,,1425179562.0
China,2023-07-27,0.0,289.42856,0.20308217,0.0,,,,,,,,1425179562.0
China,2023-07-28,0.0,280.7143,0.19696766,0.0,,,,,,,,1425179562.0
China,2023-07-29,330.0,282.0,0.19786981,0.0,,,,,,,,1425179562.0
China,2023-07-30,567.0,363.0,0.25470474,0.0,,,,,,,,1425179562.0
China,2023-07-31,669.0,223.71428,0.1569727,0.002706426,,,,,,,,1425179562.0
China,2023-08-01,0.0,223.71428,0.1569727,0.002706426,,,,,,,,1425179562.0
China,2023-08-02,0.0,223.71428,0.1569727,0.009221896,,,,,,,,1425179562.0
China,2023-08-03,0.0,223.71428,0.1569727,0.009221896,,,,,,,,1425179562.0
China,2023-08-04,0.0,223.71428,0.1569727,0.009221896,,,,,,,,1425179562.0
China,2023-08-05,394.0,232.85715,0.16338794,0.009221896,,,,,,,,1425179562.0
China,2023-08-06,891.0,279.14285,0.19586505,0.011126418,,,,,,,,1425179562.0
China,2023-08-07,552.0,262.42856,0.1841372,0.0084199915,,,,,,,,1425179562.0
China,2023-08-08,0.0,262.42856,0.1841372,0.0084199915,,,,,,,,1425179562.0
China,2023-08-09,0.0,262.42856,0.1841372,0.001904522,,,,,,,,1425179562.0
China,2023-08-10,0.0,262.42856,0.1841372,0.001904522,,,,,,,,1425179562.0
China,2023-08-11,0.0,262.42856,0.1841372,0.001904522,,,,,,,,1425179562.0
China,2023-08-12,412.0,265.0,0.18594149,0.001904522,,,,,,,,1425179562.0
China,2023-08-13,0.0,137.71428,0.096629426,0.002405712,,,,,,,,1425179562.0
China,2023-08-14,848.0,180.0,0.12629987,0.002405712,,,,,,,,1425179562.0
China,2023-08-15,0.0,180.0,0.12629987,0.002405712,,,,,,,,1425179562.0
China,2023-08-16,0.0,180.0,0.12629987,0.002405712,,,,,,,,1425179562.0
China,2023-08-17,0.0,180.0,0.12629987,0.002405712,,,,,,,,1425179562.0
China,2023-08-18,0.0,180.0,0.12629987,0.002405712,,,,,,,,1425179562.0
China,2023-08-19,615.0,209.0,0.14664818,0.002405712,,,,,,,,1425179562.0
China,2023-08-20,0.0,209.0,0.14664818,0.0,,,,,,,,1425179562.0
China,2023-08-21,902.0,216.71428,0.15206105,0.0,,,,,,,,1425179562.0
China,2023-08-22,0.0,216.71428,0.15206105,0.0,,,,,,,,1425179562.0
China,2023-08-23,0.0,216.71428,0.15206105,0.0,,,,,,,,1425179562.0
China,2023-08-24,0.0,216.71428,0.15206105,0.0,,,,,,,,1425179562.0
China,2023-08-25,0.0,216.71428,0.15206105,0.0,,,,,,,,1425179562.0
China,2023-08-26,685.0,226.71428,0.1590777,0.0,,,,,,,,1425179562.0
China,2023-08-27,0.0,226.71428,0.1590777,0.00080190395,,,,,,,,1425179562.0
China,2023-08-28,944.0,232.71428,0.1632877,0.00080190395,,,,,,,,1425179562.0
China,2023-08-29,0.0,232.71428,0.1632877,0.00080190395,,,,,,,,1425179562.0
China,2023-08-30,0.0,232.71428,0.1632877,0.00080190395,,,,,,,,1425179562.0
China,2023-08-31,0.0,232.71428,0.1632877,0.00080190395,,,,,,,,1425179562.0
China,2023-09-01,0.0,232.71428,0.1632877,0.00080190395,,,,,,,,1425179562.0
China,2023-09-02,703.0,235.28572,0.16509198,0.00080190395,,,,,,,,1425179562.0
China,2023-09-03,0.0,235.28572,0.16509198,0.0,,,,,,,,1425179562.0
China,2023-09-04,934.0,233.85715,0.1640896,0.0,,,,,,,,1425179562.0
China,2023-09-05,0.0,233.85715,0.1640896,0.0,,,,,,,,1425179562.0
China,2023-09-06,0.0,233.85715,0.1640896,0.0,,,,,,,,1425179562.0
China,2023-09-07,0.0,233.85715,0.1640896,0.0,,,,,,,,1425179562.0
China,2023-09-08,0.0,233.85715,0.1640896,0.0,,,,,,,,1425179562.0
China,2023-09-09,593.0,218.14285,0.15306342,0.0,,,,,,,,1425179562.0
China,2023-09-10,0.0,218.14285,0.15306342,0.002305474,,,,,,,,1425179562.0
China,2023-09-11,1025.0,231.14285,0.16218507,0.002305474,,,,,,,,1425179562.0
China,2023-09-12,0.0,231.14285,0.16218507,0.002305474,,,,,,,,1425179562.0
China,2023-09-13,0.0,231.14285,0.16218507,0.002305474,,,,,,,,1425179562.0
China,2023-09-14,0.0,231.14285,0.16218507,0.002305474,,,,,,,,1425179562.0
China,2023-09-15,0.0,231.14285,0.16218507,0.002305474,,,,,,,,1425179562.0
China,2023-09-16,0.0,146.42857,0.102743946,0.002305474,,,,,,,,1425179562.0
China,2023-09-17,0.0,146.42857,0.102743946,0.001202856,,,,,,,,1425179562.0
China,2023-09-18,389.0,55.57143,0.03899258,0.001202856,,,,,,,,1425179562.0
China,2023-09-19,0.0,55.57143,0.03899258,0.001202856,,,,,,,,1425179562.0
China,2023-09-20,0.0,55.57143,0.03899258,0.001202856,,,,,,,,1425179562.0
China,2023-09-21,0.0,55.57143,0.03899258,0.001202856,,,,,,,,1425179562.0
China,2023-09-22,763.0,164.57143,0.11547417,0.001202856,,,,,,,,1425179562.0
China,2023-09-23,0.0,164.57143,0.11547417,0.001202856,,,,,,,,1425179562.0
China,2023-09-24,0.0,164.57143,0.11547417,0.00080190395,,,,,,,,1425179562.0
China,2023-09-25,958.0,245.85715,0.1725096,0.00080190395,,,,,,,,1425179562.0
China,2023-09-26,0.0,245.85715,0.1725096,0.00080190395,,,,,,,,1425179562.0
China,2023-09-27,0.0,245.85715,0.1725096,0.00080190395,,,,,,,,1425179562.0
China,2023-09-28,671.0,341.7143,0.23976928,0.00080190395,,,,,,,,1425179562.0
China,2023-09-29,922.0,364.42856,0.25570711,0.00080190395,,,,,,,,1425179562.0
China,2023-09-30,0.0,364.42856,0.25570711,0.00080190395,,,,,,,,1425179562.0
China,2023-10-01,0.0,364.42856,0.25570711,0.0,,,,,,,,1425179562.0
China,2023-10-02,229.0,260.2857,0.18263362,0.00651547,,,,,,,,1425179562.0
China,2023-10-03,0.0,260.2857,0.18263362,0.00651547,,,,,,,,1425179562.0
China,2023-10-04,0.0,260.2857,0.18263362,0.00651547,,,,,,,,1425179562.0
China,2023-10-05,830.0,283.0,0.19857147,0.00651547,,,,,,,,1425179562.0
China,2023-10-06,496.0,222.14285,0.15587008,0.00651547,,,,,,,,1425179562.0
China,2023-10-07,0.0,222.14285,0.15587008,0.00651547,,,,,,,,1425179562.0
China,2023-10-08,0.0,222.14285,0.15587008,0.0075178496,,,,,,,,1425179562.0
China,2023-10-09,264.0,227.14285,0.15937841,0.0010023799,,,,,,,,1425179562.0
China,2023-10-10,0.0,227.14285,0.15937841,0.0010023799,,,,,,,,1425179562.0
China,2023-10-11,0.0,227.14285,0.15937841,0.0010023799,,,,,,,,1425179562.0
China,2023-10-12,721.0,211.57143,0.14845248,0.0010023799,,,,,,,,1425179562.0
China,2023-10-13,387.0,196.0,0.13752653,0.0010023799,,,,,,,,1425179562.0
China,2023-10-14,0.0,196.0,0.13752653,0.0010023799,,,,,,,,1425179562.0
China,2023-10-15,0.0,196.0,0.13752653,0.001202856,,,,,,,,1425179562.0
China,2023-10-16,305.0,201.85715,0.14163628,0.001202856,,,,,,,,1425179562.0
China,2023-10-17,0.0,201.85715,0.14163628,0.001202856,,,,,,,,1425179562.0
China,2023-10-18,0.0,201.85715,0.14163628,0.001202856,,,,,,,,1425179562.0
China,2023-10-19,481.0,167.57143,0.11757917,0.001202856,,,,,,,,1425179562.0
China,2023-10-20,284.0,152.85715,0.107254654,0.001202856,,,,,,,,1425179562.0
China,2023-10-21,0.0,152.85715,0.107254654,0.001202856,,,,,,,,1425179562.0
China,2023-10-22,0.0,152.85715,0.107254654,0.001403332,,,,,,,,1425179562.0
China,2023-10-23,289.0,150.57143,0.10565085,0.001403332,,,,,,,,1425179562.0
China,2023-10-24,0.0,150.57143,0.10565085,0.001403332,,,,,,,,1425179562.0
China,2023-10-25,0.0,150.57143,0.10565085,0.001403332,,,,,,,,1425179562.0
China,2023-10-26,343.0,130.85715,0.091818005,0.001403332,,,,,,,,1425179562.0
China,2023-10-27,173.0,115.0,0.08069158,0.001403332,,,,,,,,1425179562.0
China,2023-10-28,0.0,115.0,0.08069158,0.001403332,,,,,,,,1425179562.0
China,2023-10-29,0.0,115.0,0.08069158,0.001202856,,,,,,,,1425179562.0
China,2023-10-30,225.0,105.85714,0.07427636,0.001202856,,,,,,,,1425179562.0
China,2023-10-31,0.0,105.85714,0.07427636,0.001202856,,,,,,,,1425179562.0
China,2023-11-01,0.0,105.85714,0.07427636,0.001202856,,,,,,,,1425179562.0
China,2023-11-02,265.0,94.71429,0.06645779,0.0036085679,,,,,,,,1425179562.0
China,2023-11-03,146.0,90.85714,0.06375136,0.0036085679,,,,,,,,1425179562.0
China,2023-11-04,0.0,90.85714,0.06375136,0.0036085679,,,,,,,,1425179562.0
China,2023-11-05,0.0,90.85714,0.06375136,0.0032076158,,,,,,,,1425179562.0
China,2023-11-06,248.0,94.14286,0.06605684,0.0032076158,,,,,,,,1425179562.0
China,2023-11-07,0.0,94.14286,0.06605684,0.0032076158,,,,,,,,1425179562.0
China,2023-11-08,0.0,94.14286,0.06605684,0.0032076158,,,,,,,,1425179562.0
China,2023-11-09,198.0,84.57143,0.059340894,0.00080190395,,,,,,,,1425179562.0
China,2023-11-10,113.0,79.85714,0.05603304,0.00080190395,,,,,,,,1425179562.0
China,2023-11-11,0.0,79.85714,0.05603304,0.00080190395,,,,,,,,1425179562.0
China,2023-11-12,0.0,79.85714,0.05603304,0.000601428,,,,,,,,1425179562.0
China,2023-11-13,234.0,77.85714,0.054629706,0.000601428,,,,,,,,1425179562.0
China,2023-11-14,0.0,77.85714,0.054629706,0.000601428,,,,,,,,1425179562.0
China,2023-11-15,0.0,77.85714,0.054629706,0.000601428,,,,,,,,1425179562.0
China,2023-11-16,159.0,72.28571,0.050720427,0.000601428,,,,,,,,1425179562.0
China,2023-11-17,74.0,66.71429,0.046811145,0.000601428,,,,,,,,1425179562.0
China,2023-11-18,0.0,66.71429,0.046811145,0.000601428,,,,,,,,1425179562.0
China,2023-11-19,0.0,66.71429,0.046811145,0.000100237994,,,,,,,,1425179562.0
China,2023-11-20,218.0,64.42857,0.045207337,0.000100237994,,,,,,,,1425179562.0
China,2023-11-21,0.0,64.42857,0.045207337,0.000100237994,,,,,,,,1425179562.0
China,2023-11-22,0.0,64.42857,0.045207337,0.000100237994,,,,,,,,1425179562.0
China,2023-11-23,125.0,59.57143,0.041799244,0.000100237994,,,,,,,,1425179562.0
China,2023-11-24,47.0,55.714287,0.03909282,0.000100237994,,,,,,,,1425179562.0
China,2023-11-25,0.0,55.714287,0.03909282,0.000100237994,,,,,,,,1425179562.0
China,2023-11-26,0.0,55.714287,0.03909282,0.000300714,,,,,,,,1425179562.0
China,2023-11-27,230.0,57.42857,0.040295675,0.000300714,,,,,,,,1425179562.0
China,2023-11-28,0.0,57.42857,0.040295675,0.000300714,,,,,,,,1425179562.0
China,2023-11-29,0.0,57.42857,0.040295675,0.000300714,,,,,,,,1425179562.0
China,2023-11-30,137.0,59.142857,0.04149853,0.000300714,,,,,,,,1425179562.0
China,2023-12-01,53.0,60.0,0.042099956,0.000300714,,,,,,,,1425179562.0
China,2023-12-02,0.0,60.0,0.042099956,0.001102618,,,,,,,,1425179562.0
China,2023-12-03,0.0,60.0,0.042099956,0.00090214197,,,,,,,,1425179562.0
China,2023-12-04,272.0,66.0,0.046309955,0.00090214197,,,,,,,,1425179562.0
China,2023-12-05,0.0,66.0,0.046309955,0.00090214197,,,,,,,,1425179562.0
China,2023-12-06,0.0,66.0,0.046309955,0.00090214197,,,,,,,,1425179562.0
China,2023-12-07,84.0,58.42857,0.04099734,0.00090214197,,,,,,,,1425179562.0
China,2023-12-08,41.0,56.714287,0.039794486,0.00090214197,,,,,,,,1425179562.0
China,2023-12-09,0.0,56.714287,0.039794486,0.000100237994,,,,,,,,1425179562.0
China,2023-12-10,0.0,56.714287,0.039794486,0.00020047599,,,,,,,,1425179562.0
China,2023-12-11,231.0,50.857143,0.035684727,0.00020047599,,,,,,,,1425179562.0
China,2023-12-12,0.0,50.857143,0.035684727,0.00020047599,,,,,,,,1425179562.0
China,2023-12-13,0.0,50.857143,0.035684727,0.00020047599,,,,,,,,1425179562.0
China,2023-12-14,105.0,53.857143,0.037789725,0.00020047599,,,,,,,,1425179562.0
China,2023-12-15,59.0,56.42857,0.03959401,0.00020047599,,,,,,,,1425179562.0
China,2023-12-16,0.0,56.42857,0.03959401,0.00020047599,,,,,,,,1425179562.0
China,2023-12-17,0.0,56.42857,0.03959401,0.0,,,,,,,,1425179562.0
China,2023-12-18,261.0,60.714287,0.04260115,0.0,,,,,,,,1425179562.0
China,2023-12-19,0.0,60.714287,0.04260115,0.0,,,,,,,,1425179562.0
China,2023-12-20,0.0,60.714287,0.04260115,0.0,,,,,,,,1425179562.0
China,2023-12-21,175.0,70.71429,0.04961781,0.0,,,,,,,,1425179562.0
China,2023-12-22,69.0,72.14286,0.050620187,0.0,,,,,,,,1425179562.0
China,2023-12-23,0.0,72.14286,0.050620187,0.0,,,,,,,,1425179562.0
China,2023-12-24,0.0,72.14286,0.050620187,0.000100237994,,,,,,,,1425179562.0
China,2023-12-25,285.0,75.57143,0.0530259,0.000100237994,,,,,,,,1425179562.0
China,2023-12-26,0.0,75.57143,0.0530259,0.000100237994,,,,,,,,1425179562.0
China,2023-12-27,0.0,75.57143,0.0530259,0.000100237994,,,,,,,,1425179562.0
China,2023-12-28,221.0,82.14286,0.057636846,0.000100237994,,,,,,,,1425179562.0
China,2023-12-29,79.0,83.57143,0.05863923,0.000100237994,,,,,,,,1425179562.0
China,2023-12-30,0.0,83.57143,0.05863923,0.000100237994,,,,,,,,1425179562.0
China,2023-12-31,0.0,83.57143,0.05863923,0.00040095198,,,,,,,,1425179562.0
China,2024-01-01,404.0,100.57143,0.07056755,0.0015035699,,,,,,,,1425179562.0
China,2024-01-02,0.0,100.57143,0.07056755,0.0015035699,,,,,,,,1425179562.0
China,2024-01-03,0.0,100.57143,0.07056755,0.0015035699,,,,,,,,1425179562.0
China,2024-01-04,435.0,131.14285,0.09201848,0.0015035699,,,,,,,,1425179562.0
China,2024-01-05,190.0,147.0,0.1031449,0.0015035699,,,,,,,,1425179562.0
China,2024-01-06,0.0,147.0,0.1031449,0.0015035699,,,,,,,,1425179562.0
China,2024-01-07,0.0,147.0,0.1031449,0.00451071,,,,,,,,1425179562.0
China,2024-01-08,439.0,152.0,0.10665323,0.0034080918,,,,,,,,1425179562.0
China,2024-01-09,0.0,152.0,0.10665323,0.0034080918,,,,,,,,1425179562.0
China,2024-01-10,0.0,152.0,0.10665323,0.0034080918,,,,,,,,1425179562.0
