wave_id,province,variant,wave_start,day,date,reported_cases
W012,Hunan,Alpha,2020-01-22,4,2020-01-26,26.0
W012,Hunan,Alpha,2020-01-22,5,2020-01-27,31.0
W012,Hunan,Alpha,2020-01-22,6,2020-01-28,43.0
W012,Hunan,Alpha,2020-01-22,7,2020-01-29,78.0
W012,Hunan,Alpha,2020-01-22,8,2020-01-30,56.0
W012,Hunan,Alpha,2020-01-22,9,2020-01-31,55.0
W012,Hunan,Alpha,2020-01-22,10,2020-02-01,57.0
W012,Hunan,Alpha,2020-01-22,11,2020-02-02,74.0
W012,Hunan,Alpha,2020-01-22,12,2020-02-03,58.0
W012,Hunan,Alpha,2020-01-22,13,2020-02-04,72.0
W012,Hunan,Alpha,2020-01-22,14,2020-02-05,68.0
W012,Hunan,Alpha,2020-01-22,15,2020-02-06,50.0
W012,Hunan,Alpha,2020-01-22,16,2020-02-07,61.0
W012,Hunan,Alpha,2020-01-22,17,2020-02-08,31.0
W012,Hunan,Alpha,2020-01-22,18,2020-02-09,35.0
W012,Hunan,Alpha,2020-01-22,19,2020-02-10,41.0
W012,Hunan,Alpha,2020-01-22,20,2020-02-11,33.0
W012,Hunan,Alpha,2020-01-22,21,2020-02-12,34.0
W012,Hunan,Alpha,2020-01-22,22,2020-02-13,22.0
W012,Hunan,Alpha,2020-01-22,23,2020-02-14,20.0
W012,Hunan,Alpha,2020-01-22,24,2020-02-15,13.0
W012,Hunan,Alpha,2020-01-22,25,2020-02-16,3.0
W012,Hunan,Alpha,2020-01-22,26,2020-02-17,2.0
W012,Hunan,Alpha,2020-01-22,27,2020-02-18,1.0
W012,Hunan,Alpha,2020-01-22,28,2020-02-19,1.0
W012,Hunan,Alpha,2020-01-22,29,2020-02-20,2.0
W012,Hunan,Alpha,2020-01-22,30,2020-02-21,1.0
W012,Hunan,Alpha,2020-01-22,31,2020-02-22,2.0
W012,Hunan,Alpha,2020-01-22,32,2020-02-23,3.0
W013,Jiangsu,Alpha,2020-01-22,0,2020-01-22,1.0
W013,Jiangsu,Alpha,2020-01-22,1,2020-01-23,4.0
W013,Jiangsu,Alpha,2020-01-22,2,2020-01-24,4.0
W013,Jiangsu,Alpha,2020-01-22,3,2020-01-25,9.0
W013,Jiangsu,Alpha,2020-01-22,4,2020-01-26,15.0
W013,Jiangsu,Alpha,2020-01-22,5,2020-01-27,14.0
W013,Jiangsu,Alpha,2020-01-22,6,2020-01-28,23.0
W013,Jiangsu,Alpha,2020-01-22,7,2020-01-29,29.0
W013,Jiangsu,Alpha,2020-01-22,8,2020-01-30,30.0
W013,Jiangsu,Alpha,2020-01-22,9,2020-01-31,39.0
W013,Jiangsu,Alpha,2020-01-22,10,2020-02-01,34.0
W013,Jiangsu,Alpha,2020-01-22,11,2020-02-02,34.0
W013,Jiangsu,Alpha,2020-01-22,12,2020-02-03,35.0
W013,Jiangsu,Alpha,2020-01-22,13,2020-02-04,37.0
W013,Jiangsu,Alpha,2020-01-22,14,2020-02-05,33.0
W013,Jiangsu,Alpha,2020-01-22,15,2020-02-06,32.0
W013,Jiangsu,Alpha,2020-01-22,16,2020-02-07,35.0
W013,Jiangsu,Alpha,2020-01-22,17,2020-02-08,31.0
W013,Jiangsu,Alpha,2020-01-22,18,2020-02-09,29.0
W013,Jiangsu,Alpha,2020-01-22,19,2020-02-10,24.0
W013,Jiangsu,Alpha,2020-01-22,20,2020-02-11,23.0
W013,Jiangsu,Alpha,2020-01-22,21,2020-02-12,28.0
W013,Jiangsu,Alpha,2020-01-22,22,2020-02-13,27.0
W013,Jiangsu,Alpha,2020-01-22,23,2020-02-14,23.0
W013,Jiangsu,Alpha,2020-01-22,24,2020-02-15,11.0
W013,Jiangsu,Alpha,2020-01-22,25,2020-02-16,13.0
W013,Jiangsu,Alpha,2020-01-22,26,2020-02-17,9.0
W013,Jiangsu,Alpha,2020-01-22,27,2020-02-18,3.0
W013,Jiangsu,Alpha,2020-01-22,28,2020-02-19,2.0
W014,Jiangxi,Alpha,2020-01-22,0,2020-01-22,2.0
W014,Jiangxi,Alpha,2020-01-22,1,2020-01-23,5.0
W014,Jiangxi,Alpha,2020-01-22,2,2020-01-24,11.0
W014,Jiangxi,Alpha,2020-01-22,3,2020-01-25,0.0
W014,Jiangxi,Alpha,2020-01-22,4,2020-01-26,18.0
W014,Jiangxi,Alpha,2020-01-22,5,2020-01-27,36.0
W014,Jiangxi,Alpha,2020-01-22,6,2020-01-28,37.0
W014,Jiangxi,Alpha,2020-01-22,7,2020-01-29,0.0
W014,Jiangxi,Alpha,2020-01-22,8,2020-01-30,53.0
W014,Jiangxi,Alpha,2020-01-22,9,2020-01-31,78.0
W014,Jiangxi,Alpha,2020-01-22,10,2020-02-01,46.0
W014,Jiangxi,Alpha,2020-01-22,11,2020-02-02,47.0
W014,Jiangxi,Alpha,2020-01-22,12,2020-02-03,58.0
W014,Jiangxi,Alpha,2020-01-22,13,2020-02-04,85.0
W014,Jiangxi,Alpha,2020-01-22,14,2020-02-05,72.0
W014,Jiangxi,Alpha,2020-01-22,15,2020-02-06,52.0
W014,Jiangxi,Alpha,2020-01-22,16,2020-02-07,61.0
W014,Jiangxi,Alpha,2020-01-22,17,2020-02-08,37.0
W014,Jiangxi,Alpha,2020-01-22,18,2020-02-09,42.0
W014,Jiangxi,Alpha,2020-01-22,19,2020-02-10,31.0
W014,Jiangxi,Alpha,2020-01-22,20,2020-02-11,33.0
W014,Jiangxi,Alpha,2020-01-22,21,2020-02-12,40.0
W014,Jiangxi,Alpha,2020-01-22,22,2020-02-13,28.0
W014,Jiangxi,Alpha,2020-01-22,23,2020-02-14,28.0
W014,Jiangxi,Alpha,2020-01-22,24,2020-02-15,13.0
W014,Jiangxi,Alpha,2020-01-22,25,2020-02-16,12.0
W014,Jiangxi,Alpha,2020-01-22,26,2020-02-17,5.0
W014,Jiangxi,Alpha,2020-01-22,27,2020-02-18,3.0
W014,Jiangxi,Alpha,2020-01-22,28,2020-02-19,1.0
W015,Liaoning,Alpha,2020-01-22,0,2020-01-22,2.0
W015,Liaoning,Alpha,2020-01-22,1,2020-01-23,1.0
W015,Liaoning,Alpha,2020-01-22,2,2020-01-24,1.0
W015,Liaoning,Alpha,2020-01-22,3,2020-01-25,13.0
W015,Liaoning,Alpha,2020-01-22,4,2020-01-26,4.0
W015,Liaoning,Alpha,2020-01-22,5,2020-01-27,6.0
W015,Liaoning,Alpha,2020-01-22,6,2020-01-28,7.0
W015,Liaoning,Alpha,2020-01-22,7,2020-01-29,5.0
W015,Liaoning,Alpha,2020-01-22,8,2020-01-30,2.0
W015,Liaoning,Alpha,2020-01-22,9,2020-01-31,7.0
W015,Liaoning,Alpha,2020-01-22,10,2020-02-01,16.0
W015,Liaoning,Alpha,2020-01-22,11,2020-02-02,6.0
W015,Liaoning,Alpha,2020-01-22,12,2020-02-03,4.0
W015,Liaoning,Alpha,2020-01-22,13,2020-02-04,7.0
W015,Liaoning,Alpha,2020-01-22,14,2020-02-05,8.0
W015,Liaoning,Alpha,2020-01-22,15,2020-02-06,5.0
W015,Liaoning,Alpha,2020-01-22,16,2020-02-07,5.0
W015,Liaoning,Alpha,2020-01-22,17,2020-02-08,6.0
W015,Liaoning,Alpha,2020-01-22,18,2020-02-09,2.0
W015,Liaoning,Alpha,2020-01-22,19,2020-02-10,1.0
W015,Liaoning,Alpha,2020-01-22,20,2020-02-11,3.0
W015,Liaoning,Alpha,2020-01-22,21,2020-02-12,5.0
W015,Liaoning,Alpha,2020-01-22,22,2020-02-13,1.0
W015,Liaoning,Alpha,2020-01-22,23,2020-02-14,2.0
W015,Liaoning,Alpha,2020-01-22,24,2020-02-15,0.0
W015,Liaoning,Alpha,2020-01-22,25,2020-02-16,2.0
W016,Ningxia,Alpha,2020-01-22,0,2020-01-22,1.0
W016,Ningxia,Alpha,2020-01-22,1,2020-01-23,0.0
W016,Ningxia,Alpha,2020-01-22,2,2020-01-24,1.0
W016,Ningxia,Alpha,2020-01-22,3,2020-01-25,1.0
W016,Ningxia,Alpha,2020-01-22,4,2020-01-26,1.0
W016,Ningxia,Alpha,2020-01-22,5,2020-01-27,3.0
W016,Ningxia,Alpha,2020-01-22,6,2020-01-28,4.0
W016,Ningxia,Alpha,2020-01-22,7,2020-01-29,1.0
W016,Ningxia,Alpha,2020-01-22,8,2020-01-30,5.0
W016,Ningxia,Alpha,2020-01-22,9,2020-01-31,4.0
W016,Ningxia,Alpha,2020-01-22,10,2020-02-01,5.0
W016,Ningxia,Alpha,2020-01-22,11,2020-02-02,2.0
W016,Ningxia,Alpha,2020-01-22,12,2020-02-03,3.0
W016,Ningxia,Alpha,2020-01-22,13,2020-02-04,3.0
W016,Ningxia,Alpha,2020-01-22,14,2020-02-05,0.0
W016,Ningxia,Alpha,2020-01-22,15,2020-02-06,6.0
W016,Ningxia,Alpha,2020-01-22,16,2020-02-07,3.0
W016,Ningxia,Alpha,2020-01-22,17,2020-02-08,2.0
W016,Ningxia,Alpha,2020-01-22,18,2020-02-09,0.0
W016,Ningxia,Alpha,2020-01-22,19,2020-02-10,4.0
W016,Ningxia,Alpha,2020-01-22,20,2020-02-11,4.0
W016,Ningxia,Alpha,2020-01-22,21,2020-02-12,5.0
W016,Ningxia,Alpha,2020-01-22,22,2020-02-13,6.0
W016,Ningxia,Alpha,2020-01-22,23,2020-02-14,3.0
W016,Ningxia,Alpha,2020-01-22,24,2020-02-15,3.0
W017,Shandong,Alpha,2020-01-22,0,2020-01-22,2.0
W017,Shandong,Alpha,2020-01-22,1,2020-01-23,4.0
W017,Shandong,Alpha,2020-01-22,2,2020-01-24,9.0
W017,Shandong,Alpha,2020-01-22,3,2020-01-25,12.0
W017,Shandong,Alpha,2020-01-22,4,2020-01-26,19.0
W017,Shandong,Alpha,2020-01-22,5,2020-01-27,29.0
W017,Shandong,Alpha,2020-01-22,6,2020-01-28,20.0
W017,Shandong,Alpha,2020-01-22,7,2020-01-29,35.0
W017,Shandong,Alpha,2020-01-22,8,2020-01-30,28.0
W017,Shandong,Alpha,2020-01-22,9,2020-01-31,26.0
W017,Shandong,Alpha,2020-01-22,10,2020-02-01,22.0
W017,Shandong,Alpha,2020-01-22,11,2020-02-02,24.0
W017,Shandong,Alpha,2020-01-22,12,2020-02-03,29.0
W017,Shandong,Alpha,2020-01-22,13,2020-02-04,16.0
W017,Shandong,Alpha,2020-01-22,14,2020-02-05,32.0
W017,Shandong,Alpha,2020-01-22,15,2020-02-06,40.0
W017,Shandong,Alpha,2020-01-22,16,2020-02-07,39.0
W017,Shandong,Alpha,2020-01-22,17,2020-02-08,30.0
W017,Shandong,Alpha,2020-01-22,18,2020-02-09,28.0
W017,Shandong,Alpha,2020-01-22,19,2020-02-10,22.0
W017,Shandong,Alpha,2020-01-22,20,2020-02-11,21.0
W017,Shandong,Alpha,2020-01-22,21,2020-02-12,10.0
W017,Shandong,Alpha,2020-01-22,22,2020-02-13,12.0
W017,Shandong,Alpha,2020-01-22,23,2020-02-14,14.0
W017,Shandong,Alpha,2020-01-22,24,2020-02-15,9.0
W017,Shandong,Alpha,2020-01-22,25,2020-02-16,5.0
W017,Shandong,Alpha,2020-01-22,26,2020-02-17,4.0
W017,Shandong,Alpha,2020-01-22,27,2020-02-18,2.0
W017,Shandong,Alpha,2020-01-22,28,2020-02-19,1.0
W017,Shandong,Alpha,2020-01-22,29,2020-02-20,2.0
W017,Shandong,Alpha,2020-01-22,30,2020-02-21,2.0
W017,Shandong,Alpha,2020-01-22,31,2020-02-22,1.0
W017,Shandong,Alpha,2020-01-22,32,2020-02-23,4.0
W017,Shandong,Alpha,2020-01-22,33,2020-02-24,1.0
W017,Shandong,Alpha,2020-01-22,34,2020-02-25,1.0
W018,Shanghai,Alpha,2020-01-22,0,2020-01-22,9.0
W018,Shanghai,Alpha,2020-01-22,1,2020-01-23,7.0
W018,Shanghai,Alpha,2020-01-22,2,2020-01-24,4.0
W018,Shanghai,Alpha,2020-01-22,3,2020-01-25,13.0
W018,Shanghai,Alpha,2020-01-22,4,2020-01-26,7.0
W018,Shanghai,Alpha,2020-01-22,5,2020-01-27,13.0
W018,Shanghai,Alpha,2020-01-22,6,2020-01-28,13.0
W018,Shanghai,Alpha,2020-01-22,7,2020-01-29,30.0
W018,Shanghai,Alpha,2020-01-22,8,2020-01-30,16.0
W018,Shanghai,Alpha,2020-01-22,9,2020-01-31,23.0
W018,Shanghai,Alpha,2020-01-22,10,2020-02-01,34.0
W018,Shanghai,Alpha,2020-01-22,11,2020-02-02,13.0
W018,Shanghai,Alpha,2020-01-22,12,2020-02-03,21.0
W018,Shanghai,Alpha,2020-01-22,13,2020-02-04,16.0
W018,Shanghai,Alpha,2020-01-22,14,2020-02-05,24.0
W018,Shanghai,Alpha,2020-01-22,15,2020-02-06,14.0
W018,Shanghai,Alpha,2020-01-22,16,2020-02-07,20.0
W018,Shanghai,Alpha,2020-01-22,17,2020-02-08,9.0
W018,Shanghai,Alpha,2020-01-22,18,2020-02-09,7.0
W018,Shanghai,Alpha,2020-01-22,19,2020-02-10,6.0
W018,Shanghai,Alpha,2020-01-22,20,2020-02-11,4.0
W018,Shanghai,Alpha,2020-01-22,21,2020-02-12,8.0
W018,Shanghai,Alpha,2020-01-22,22,2020-02-13,4.0
W018,Shanghai,Alpha,2020-01-22,23,2020-02-14,3.0
W018,Shanghai,Alpha,2020-01-22,24,2020-02-15,8.0
W018,Shanghai,Alpha,2020-01-22,25,2020-02-16,2.0
W018,Shanghai,Alpha,2020-01-22,26,2020-02-17,5.0
W018,Shanghai,Alpha,2020-01-22,27,2020-02-18,0.0
W018,Shanghai,Alpha,2020-01-22,28,2020-02-19,0.0
W018,Shanghai,Alpha,2020-01-22,29,2020-02-20,1.0
W018,Shanghai,Alpha,2020-01-22,30,2020-02-21,2.0
W018,Shanghai,Alpha,2020-01-22,31,2020-02-22,1.0
W018,Shanghai,Alpha,2020-01-22,32,2020-02-23,0.0
W018,Shanghai,Alpha,2020-01-22,33,2020-02-24,0.0
W018,Shanghai,Alpha,2020-01-22,34,2020-02-25,1.0
W018,Shanghai,Alpha,2020-01-22,35,2020-02-26,1.0
W019,Shanxi,Alpha,2020-01-22,0,2020-01-22,1.0
W019,Shanxi,Alpha,2020-01-22,1,2020-01-23,0.0
W019,Shanxi,Alpha,2020-01-22,2,2020-01-24,0.0
W019,Shanxi,Alpha,2020-01-22,3,2020-01-25,5.0
W019,Shanxi,Alpha,2020-01-22,4,2020-01-26,3.0
W019,Shanxi,Alpha,2020-01-22,5,2020-01-27,4.0
W019,Shanxi,Alpha,2020-01-22,6,2020-01-28,14.0
W019,Shanxi,Alpha,2020-01-22,7,2020-01-29,0.0
W019,Shanxi,Alpha,2020-01-22,8,2020-01-30,8.0
W019,Shanxi,Alpha,2020-01-22,9,2020-01-31,4.0
W019,Shanxi,Alpha,2020-01-22,10,2020-02-01,8.0
W019,Shanxi,Alpha,2020-01-22,11,2020-02-02,19.0
W019,Shanxi,Alpha,2020-01-22,12,2020-02-03,8.0
W019,Shanxi,Alpha,2020-01-22,13,2020-02-04,7.0
W019,Shanxi,Alpha,2020-01-22,14,2020-02-05,0.0
W019,Shanxi,Alpha,2020-01-22,15,2020-02-06,15.0
W019,Shanxi,Alpha,2020-01-22,16,2020-02-07,8.0
W019,Shanxi,Alpha,2020-01-22,17,2020-02-08,11.0
W019,Shanxi,Alpha,2020-01-22,18,2020-02-09,4.0
W019,Shanxi,Alpha,2020-01-22,19,2020-02-10,0.0
W019,Shanxi,Alpha,2020-01-22,20,2020-02-11,5.0
W019,Shanxi,Alpha,2020-01-22,21,2020-02-12,2.0
W019,Shanxi,Alpha,2020-01-22,22,2020-02-13,0.0
W019,Shanxi,Alpha,2020-01-22,23,2020-02-14,1.0
W019,Shanxi,Alpha,2020-01-22,24,2020-02-15,1.0
W019,Shanxi,Alpha,2020-01-22,25,2020-02-16,1.0
W019,Shanxi,Alpha,2020-01-22,26,2020-02-17,1.0
W019,Shanxi,Alpha,2020-01-22,27,2020-02-18,1.0
W019,Shanxi,Alpha,2020-01-22,28,2020-02-19,0.0
W019,Shanxi,Alpha,2020-01-22,29,2020-02-20,1.0
W019,Shanxi,Alpha,2020-01-22,30,2020-02-21,2.0
W019,Shanxi,Alpha,2020-01-22,31,2020-02-22,0.0
W019,Shanxi,Alpha,2020-01-22,32,2020-02-23,0.0
W019,Shanxi,Alpha,2020-01-22,33,2020-02-24,1.0
W020,Sichuan,Alpha,2020-01-22,0,2020-01-22,5.0
W020,Sichuan,Alpha,2020-01-22,1,2020-01-23,3.0
W020,Sichuan,Alpha,2020-01-22,2,2020-01-24,7.0
W020,Sichuan,Alpha,2020-01-22,3,2020-01-25,13.0
W020,Sichuan,Alpha,2020-01-22,4,2020-01-26,16.0
W020,Sichuan,Alpha,2020-01-22,5,2020-01-27,25.0
W020,Sichuan,Alpha,2020-01-22,6,2020-01-28,21.0
W020,Sichuan,Alpha,2020-01-22,7,2020-01-29,18.0
W020,Sichuan,Alpha,2020-01-22,8,2020-01-30,34.0
W020,Sichuan,Alpha,2020-01-22,9,2020-01-31,35.0
W020,Sichuan,Alpha,2020-01-22,10,2020-02-01,30.0
W020,Sichuan,Alpha,2020-01-22,11,2020-02-02,24.0
W020,Sichuan,Alpha,2020-01-22,12,2020-02-03,23.0
W020,Sichuan,Alpha,2020-01-22,13,2020-02-04,28.0
W020,Sichuan,Alpha,2020-01-22,14,2020-02-05,19.0
W020,Sichuan,Alpha,2020-01-22,15,2020-02-06,20.0
W020,Sichuan,Alpha,2020-01-22,16,2020-02-07,23.0
W020,Sichuan,Alpha,2020-01-22,17,2020-02-08,20.0
W020,Sichuan,Alpha,2020-01-22,18,2020-02-09,22.0
W020,Sichuan,Alpha,2020-01-22,19,2020-02-10,19.0
W020,Sichuan,Alpha,2020-01-22,20,2020-02-11,12.0
W020,Sichuan,Alpha,2020-01-22,21,2020-02-12,19.0
W020,Sichuan,Alpha,2020-01-22,22,2020-02-13,15.0
W020,Sichuan,Alpha,2020-01-22,23,2020-02-14,12.0
W020,Sichuan,Alpha,2020-01-22,24,2020-02-15,7.0
W020,Sichuan,Alpha,2020-01-22,25,2020-02-16,11.0
W020,Sichuan,Alpha,2020-01-22,26,2020-02-17,14.0
W020,Sichuan,Alpha,2020-01-22,27,2020-02-18,13.0
W020,Sichuan,Alpha,2020-01-22,28,2020-02-19,6.0
W020,Sichuan,Alpha,2020-01-22,29,2020-02-20,6.0
W020,Sichuan,Alpha,2020-01-22,30,2020-02-21,2.0
W020,Sichuan,Alpha,2020-01-22,31,2020-02-22,1.0
W020,Sichuan,Alpha,2020-01-22,32,2020-02-23,0.0
W020,Sichuan,Alpha,2020-01-22,33,2020-02-24,1.0
W020,Sichuan,Alpha,2020-01-22,34,2020-02-25,2.0
W020,Sichuan,Alpha,2020-01-22,35,2020-02-26,2.0
W020,Sichuan,Alpha,2020-01-22,36,2020-02-27,3.0
W020,Sichuan,Alpha,2020-01-22,37,2020-02-28,4.0
W021,Tianjin,Alpha,2020-01-22,0,2020-01-22,4.0
W021,Tianjin,Alpha,2020-01-22,1,2020-01-23,0.0
W021,Tianjin,Alpha,2020-01-22,2,2020-01-24,4.0
W021,Tianjin,Alpha,2020-01-22,3,2020-01-25,2.0
W021,Tianjin,Alpha,2020-01-22,4,2020-01-26,4.0
W021,Tianjin,Alpha,2020-01-22,5,2020-01-27,9.0
W021,Tianjin,Alpha,2020-01-22,6,2020-01-28,1.0
W021,Tianjin,Alpha,2020-01-22,7,2020-01-29,3.0
W021,Tianjin,Alpha,2020-01-22,8,2020-01-30,4.0
W021,Tianjin,Alpha,2020-01-22,9,2020-01-31,1.0
W021,Tianjin,Alpha,2020-01-22,10,2020-02-01,9.0
W021,Tianjin,Alpha,2020-01-22,11,2020-02-02,7.0
W021,Tianjin,Alpha,2020-01-22,12,2020-02-03,12.0
W021,Tianjin,Alpha,2020-01-22,13,2020-02-04,7.0
W021,Tianjin,Alpha,2020-01-22,14,2020-02-05,2.0
W021,Tianjin,Alpha,2020-01-22,15,2020-02-06,10.0
W021,Tianjin,Alpha,2020-01-22,16,2020-02-07,2.0
W021,Tianjin,Alpha,2020-01-22,17,2020-02-08,7.0
W021,Tianjin,Alpha,2020-01-22,18,2020-02-09,3.0
W021,Tianjin,Alpha,2020-01-22,19,2020-02-10,4.0
W021,Tianjin,Alpha,2020-01-22,20,2020-02-11,11.0
W021,Tianjin,Alpha,2020-01-22,21,2020-02-12,6.0
W021,Tianjin,Alpha,2020-01-22,22,2020-02-13,7.0
W021,Tianjin,Alpha,2020-01-22,23,2020-02-14,1.0
W021,Tianjin,Alpha,2020-01-22,24,2020-02-15,2.0
W021,Tianjin,Alpha,2020-01-22,25,2020-02-16,2.0
W021,Tianjin,Alpha,2020-01-22,26,2020-02-17,1.0
W021,Tianjin,Alpha,2020-01-22,27,2020-02-18,3.0
W021,Tianjin,Alpha,2020-01-22,28,2020-02-19,2.0
W021,Tianjin,Alpha,2020-01-22,29,2020-02-20,1.0
W021,Tianjin,Alpha,2020-01-22,30,2020-02-21,2.0
W021,Tianjin,Alpha,2020-01-22,31,2020-02-22,3.0
W022,Yunnan,Alpha,2020-01-22,0,2020-01-22,1.0
W022,Yunnan,Alpha,2020-01-22,1,2020-01-23,1.0
W022,Yunnan,Alpha,2020-01-22,2,2020-01-24,3.0
W022,Yunnan,Alpha,2020-01-22,3,2020-01-25,6.0
W022,Yunnan,Alpha,2020-01-22,4,2020-01-26,5.0
W022,Yunnan,Alpha,2020-01-22,5,2020-01-27,10.0
W022,Yunnan,Alpha,2020-01-22,6,2020-01-28,18.0
W022,Yunnan,Alpha,2020-01-22,7,2020-01-29,11.0
W022,Yunnan,Alpha,2020-01-22,8,2020-01-30,15.0
W022,Yunnan,Alpha,2020-01-22,9,2020-01-31,13.0
W022,Yunnan,Alpha,2020-01-22,10,2020-02-01,10.0
W022,Yunnan,Alpha,2020-01-22,11,2020-02-02,12.0
W022,Yunnan,Alpha,2020-01-22,12,2020-02-03,12.0
W022,Yunnan,Alpha,2020-01-22,13,2020-02-04,5.0
W022,Yunnan,Alpha,2020-01-22,14,2020-02-05,6.0
W022,Yunnan,Alpha,2020-01-22,15,2020-02-06,5.0
W022,Yunnan,Alpha,2020-01-22,16,2020-02-07,5.0
W022,Yunnan,Alpha,2020-01-22,17,2020-02-08,0.0
W022,Yunnan,Alpha,2020-01-22,18,2020-02-09,3.0
W022,Yunnan,Alpha,2020-01-22,19,2020-02-10,8.0
W022,Yunnan,Alpha,2020-01-22,20,2020-02-11,4.0
W022,Yunnan,Alpha,2020-01-22,21,2020-02-12,1.0
W022,Yunnan,Alpha,2020-01-22,22,2020-02-13,2.0
W022,Yunnan,Alpha,2020-01-22,23,2020-02-14,6.0
W022,Yunnan,Alpha,2020-01-22,24,2020-02-15,6.0
W022,Yunnan,Alpha,2020-01-22,25,2020-02-16,3.0
W022,Yunnan,Alpha,2020-01-22,26,2020-02-17,0.0
W022,Yunnan,Alpha,2020-01-22,27,2020-02-18,1.0
W022,Yunnan,Alpha,2020-01-22,28,2020-02-19,0.0
W022,Yunnan,Alpha,2020-01-22,29,2020-02-20,2.0
W022,Yunnan,Alpha,2020-01-22,30,2020-02-21,2.0
W023,Zhejiang,Alpha,2020-01-22,0,2020-01-22,10.0
W023,Zhejiang,Alpha,2020-01-22,1,2020-01-23,17.0
W023,Zhejiang,Alpha,2020-01-22,2,2020-01-24,16.0
W023,Zhejiang,Alpha,2020-01-22,3,2020-01-25,19.0
W023,Zhejiang,Alpha,2020-01-22,4,2020-01-26,42.0
W023,Zhejiang,Alpha,2020-01-22,5,2020-01-27,24.0
W023,Zhejiang,Alpha,2020-01-22,6,2020-01-28,45.0
W023,Zhejiang,Alpha,2020-01-22,7,2020-01-29,123.0
W023,Zhejiang,Alpha,2020-01-22,8,2020-01-30,132.0
W023,Zhejiang,Alpha,2020-01-22,9,2020-01-31,110.0
W023,Zhejiang,Alpha,2020-01-22,10,2020-02-01,61.0
W023,Zhejiang,Alpha,2020-01-22,11,2020-02-02,62.0
W023,Zhejiang,Alpha,2020-01-22,12,2020-02-03,63.0
W023,Zhejiang,Alpha,2020-01-22,13,2020-02-04,105.0
W023,Zhejiang,Alpha,2020-01-22,14,2020-02-05,66.0
W023,Zhejiang,Alpha,2020-01-22,15,2020-02-06,59.0
W023,Zhejiang,Alpha,2020-01-22,16,2020-02-07,52.0
W023,Zhejiang,Alpha,2020-01-22,17,2020-02-08,42.0
W023,Zhejiang,Alpha,2020-01-22,18,2020-02-09,27.0
W023,Zhejiang,Alpha,2020-01-22,19,2020-02-10,17.0
W023,Zhejiang,Alpha,2020-01-22,20,2020-02-11,25.0
W023,Zhejiang,Alpha,2020-01-22,21,2020-02-12,14.0
W023,Zhejiang,Alpha,2020-01-22,22,2020-02-13,14.0
W023,Zhejiang,Alpha,2020-01-22,23,2020-02-14,10.0
W023,Zhejiang,Alpha,2020-01-22,24,2020-02-15,7.0
W023,Zhejiang,Alpha,2020-01-22,25,2020-02-16,5.0
W023,Zhejiang,Alpha,2020-01-22,26,2020-02-17,4.0
W023,Zhejiang,Alpha,2020-01-22,27,2020-02-18,1.0
W023,Zhejiang,Alpha,2020-01-22,28,2020-02-19,2.0
W023,Zhejiang,Alpha,2020-01-22,29,2020-02-20,1.0
W023,Zhejiang,Alpha,2020-01-22,30,2020-02-21,2.0
W023,Zhejiang,Alpha,2020-01-22,31,2020-02-22,2.0
W024,Gansu,Alpha,2020-01-23,0,2020-01-23,2.0
W024,Gansu,Alpha,2020-01-23,1,2020-01-24,0.0
W024,Gansu,Alpha,2020-01-23,2,2020-01-25,2.0
W024,Gansu,Alpha,2020-01-23,3,2020-01-26,3.0
W024,Gansu,Alpha,2020-01-23,4,2020-01-27,7.0
W024,Gansu,Alpha,2020-01-23,5,2020-01-28,5.0
W024,Gansu,Alpha,2020-01-23,6,2020-01-29,5.0
W024,Gansu,Alpha,2020-01-23,7,2020-01-30,2.0
W024,Gansu,Alpha,2020-01-23,8,2020-01-31,3.0
W024,Gansu,Alpha,2020-01-23,9,2020-02-01,11.0
W024,Gansu,Alpha,2020-01-23,10,2020-02-02,11.0
W024,Gansu,Alpha,2020-01-23,11,2020-02-03,4.0
W024,Gansu,Alpha,2020-01-23,12,2020-02-04,2.0
W024,Gansu,Alpha,2020-01-23,13,2020-02-05,5.0
W024,Gansu,Alpha,2020-01-23,14,2020-02-06,0.0
W024,Gansu,Alpha,2020-01-23,15,2020-02-07,5.0
W024,Gansu,Alpha,2020-01-23,16,2020-02-08,12.0
W024,Gansu,Alpha,2020-01-23,17,2020-02-09,4.0
W024,Gansu,Alpha,2020-01-23,18,2020-02-10,0.0
W024,Gansu,Alpha,2020-01-23,19,2020-02-11,3.0
W024,Gansu,Alpha,2020-01-23,20,2020-02-12,1.0
W024,Gansu,Alpha,2020-01-23,21,2020-02-13,3.0
W025,Heilongjiang,Alpha,2020-01-23,0,2020-01-23,2.0
W025,Heilongjiang,Alpha,2020-01-23,1,2020-01-24,2.0
W025,Heilongjiang,Alpha,2020-01-23,2,2020-01-25,5.0
W025,Heilongjiang,Alpha,2020-01-23,3,2020-01-26,6.0
W025,Heilongjiang,Alpha,2020-01-23,4,2020-01-27,6.0
W025,Heilongjiang,Alpha,2020-01-23,5,2020-01-28,12.0
W025,Heilongjiang,Alpha,2020-01-23,6,2020-01-29,5.0
W025,Heilongjiang,Alpha,2020-01-23,7,2020-01-30,6.0
W025,Heilongjiang,Alpha,2020-01-23,8,2020-01-31,15.0
W025,Heilongjiang,Alpha,2020-01-23,9,2020-02-01,21.0
W025,Heilongjiang,Alpha,2020-01-23,10,2020-02-02,15.0
W025,Heilongjiang,Alpha,2020-01-23,11,2020-02-03,26.0
