wave_id,province,variant,start,end,duration_days,peak_cases,total_cases,reservoir_sse_log1p,classic_sse_log1p,reservoir_aic,classic_aic,delta_aic_classic_minus_reservoir,Q_accessible_scale,beta0_per_day,control_decay_q_per_day,activation_a_per_day,initial_active_fraction_s0,initial_reserve_fraction_u0,R0_combined,initial_active_count,recruited_to_active_count,direct_infections_from_reserve,max_active_count,Rt_below_one_day,recruitment_share_of_accessible_susceptible
W053,Henan,Delta,2021-11-02,2021-11-14,13,14.0,85.0,3.535863150947063,3.6459306694359586,-6.925894896174036,-10.527390059698206,-3.60149516352417,198.9604739107925,7.998700220987006,0.6007211647320974,3.147378848614036,0.0064822397352177685,0.8728907858298458,1.6329064602483563,1.2897094897222974,155.67865807464898,17.297628674961004,103.86814123938817,5.25,0.9917836344307704
W054,Liaoning,Delta,2021-11-04,2021-11-27,24,60.0,330.0,6.973883254021948,7.877829373903582,-19.661158937822254,-20.73603419013114,-1.0748752523088854,1342.8742754293564,7.999999999203935,0.543725410429044,3.4129187366172626,0.001954775786468265,0.9503862577927643,1.6999865645731944,2.6250181178804213,1121.0401951844851,124.56002168716502,1000.8764027916699,7.0,0.9976638788067814
W055,Inner Mongolia,Delta,2021-11-27,2021-12-17,21,93.0,560.0,2.717777433101718,3.0775897120880176,-32.938868244090926,-34.32788987028968,-1.3890216261987547,696.9573765423719,7.999999978980059,0.3662314132426405,12.68605020580201,0.0019106169615122322,0.9636539917107357,6.188906138191639,1.3316185850729232,604.463182161569,67.1625757957299,386.52798217478136,7.25,0.9978018652777649
W056,Zhejiang,Delta,2021-12-06,2021-12-27,22,77.0,501.0,11.254786906096802,15.352777608484061,-4.745476073775841,-1.914412968046637,2.8310631057292035,3720.6492184986873,0.10474198699317226,0.7420526033144843,23.780425460932314,0.009984430652912737,0.9878654069613872,11.751158783367325,37.14856410591411,3307.8946368320726,367.54384853689675,3344.6880802691603,8.25,0.9888944441445522
W057,Shaanxi,Delta,2021-12-09,2022-01-20,43,180.0,2116.0,14.707915366361954,18.3115726811782,-36.13101518078426,-30.707675357063813,5.423339823720447,10939.374083633063,7.999579498552243,0.1932316156110319,7.9599294004502505,0.002615700558588092,0.9966529961749875,4.071266265964222,28.6141269011631,9787.33590258165,1087.4817669535169,9227.867285559565,21.5,0.9970849355573107
W058,Henan,Delta,2021-12-31,2022-01-26,27,118.0,1048.0,11.264748671930533,17.568299430559367,-13.602282278150934,-5.603000431797499,7.999281846353435,4831.797851793537,7.993895972861324,0.3453472825572617,8.340884574137652,0.0039094168540150225,0.989467789523085,4.282775669347325,18.889511956995236,4299.220314069163,477.6911460076849,3947.264329071467,11.75,0.9956255137736099
W059,Tianjin,Omicron,2022-01-08,2022-02-07,31,80.0,446.0,16.48381323506918,26.39107015353811,-9.57985795553267,1.0101933973023964,10.590051352835067,897.7639665563695,7.999996927572819,0.00010000032534376914,0.10125525654438222,0.26098314584112,0.7122837696354959,10.475383062299663,234.30126421468333,103.08433013044365,11.45381445893819,234.30126421468333,6.25,0.30553862363396733
W060,Beijing,Omicron,2022-01-15,2022-02-06,23,20.0,129.0,5.367331641715541,6.82720048297254,-23.468756633439014,-21.93532876990844,1.533427863530573,130.29000000000008,5.174106281857202,0.09498786266421669,2.279889613898863,0.001909229092011845,0.9366892819218803,1.1171668538444546,0.2487534583982234,109.83114246944005,12.20346027438223,33.713487615359355,11.5,0.9977402462338896
W061,Xinjiang,Omicron,2022-01-23,2022-01-29,7,22.0,48.0,2.685192128960089,2.553035387656404,3.292894929286355,-1.0603900478091184,-4.353284977095473,156.78869519463828,3.6576219724633185,1.0,0.023420273133235917,0.9975084595207943,0.0,18.242544296306466,156.398049813879,2.7952768268739577e-06,3.1058631409710645e-07,140.7885384059431,2.75,1.7872836523365026e-08
W062,Heilongjiang,Omicron,2022-01-25,2022-01-30,6,20.0,73.0,2.0968931765792216,2.6512141712228985,3.692184041953741,1.0995494619517832,-2.592634580001958,202.53133518053662,0.9356337580165924,0.6320372254830048,30.98862796301272,0.9891513789391175,0.0,4.627417109620505,200.3341494722084,0.00018227816135472227,2.0253129039413582e-05,101.26546505893313,1.0,9.098698149298915e-07
W063,Zhejiang,Omicron,2022-01-26,2022-02-03,9,24.0,95.0,9.238068280476185,9.23727035748477,10.234974033159796,6.234196639351983,-4.000777393807813,461.70162378098564,0.5673475244734174,0.5479057730133904,6.740965493661866,0.043921345889052284,0.8521154070101113,2.9966336119448713,20.278556715621757,350.68588879547787,38.9650987550531,357.2389935011285,3.25,0.9453355787543788
W064,Guangxi,Omicron,2022-02-05,2022-02-16,12,72.0,279.0,4.809505694913387,6.369246096204081,-0.9717480449768487,-1.6011064734283815,-0.6293584284515328,4468.384808498617,0.28026496884064483,0.9217378093547007,1730.7059240086508,0.9891679151445567,8.994825415803518e-05,1.4639825627435477,4419.982885086186,0.36173107118766173,0.04019234124307356,4419.982885086186,0.5,8.183322853728865e-05
W065,Liaoning,Omicron,2022-02-08,2022-03-01,22,29.0,209.0,9.624343261073227,10.007677540755582,-8.188429778820122,-11.329177818944402,-3.1407480401242793,726.8703978748078,1.0902434901653584,0.16567989100777028,17.32360960294852,0.013385140016274399,0.9756087713833504,8.523498049167184,9.729262049239384,638.2270187835061,70.91411319816736,590.1546970153364,9.25,0.9849846936621705
W066,Jiangsu,Omicron,2022-02-11,2022-05-28,107,133.0,3988.0,82.91578665438139,95.55155139694334,-17.285359558640373,-6.108433233302854,11.176926325337519,7102.723004001543,7.998675012227483,0.046450868929188566,1.16458122579479,0.0436720706543929,0.9552016007536722,2.302798426921057,310.1906208693372,5715.560581880267,635.0622868755846,3295.7681020549385,64.5,0.9485224977877044
W067,Guangdong,Omicron,2022-02-12,2022-05-22,100,256.0,3399.0,74.40941130772843,115.352289204117,-19.558775607737985,20.282064415747836,39.840840023485825,2096461.701342054,0.13403197462555463,0.00010000000000000026,1486.2999641106364,0.9962672991581908,0.0037288848884841977,3.438779104768581,2088636.2369846336,7033.679264219096,781.5199182465656,2094801.8142895345,28.0,0.003356291565614988
W068,Yunnan,Omicron,2022-02-12,2022-05-05,83,56.0,1079.0,37.11575489090137,37.953154788715175,-56.79832266007634,-58.94650211363037,-2.148179453554036,22340.82632579963,0.1784509832155511,0.004729836321644864,18.600927542220727,0.8782713554672602,0.12065437809111386,1.9057836068281935,19621.307819418693,2361.828507990503,262.4253897767224,21415.49327233157,33.25,0.10743819593410796
W069,Inner Mongolia,Omicron,2022-02-15,2022-03-31,45,66.0,527.0,20.772621777571693,25.928691811595474,-24.786198385492995,-18.80905540170247,5.977142983790525,8222839.383740033,2.2393986429886428,0.31382267671368896,1.5202919350577475,0.5721527796850827,0.4278404100152888,6.731611954463792,4704720.410310833,1340.9407904340803,148.99342115934223,4705802.434110526,7.25,0.0002849390797084033
